genome	protein_id	ko	evalue	score	threshold	score_minus_threshold
GCF_021892375.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_021892375.1	WP_007408304.1	K02040	1.1e-76	256.7	55.67	201.03
GCF_021892375.1	WP_038460035.1	K02406	7e-138	458.8	135.0	323.8
GCF_021892375.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_021892375.1	WP_003154685.1	K02557	1.9e-72	242.6	144.87	97.73
GCF_021892375.1	WP_007409792.1	K03407	1.0000000000000001e-225	749.4	509.2	240.2
GCF_021892375.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_021892375.1	WP_007408342.1	K06390	1.3e-130	433.6	217.4	216.2
GCF_021892375.1	WP_237436586.1	K07636	7.700000000000001e-126	418.8	327.73	91.07
GCF_021892375.1	WP_003219701.1	K07692	6.999999999999999e-113	373.9	267.17	106.72999999999996
GCF_021892375.1	WP_053104075.1	K19549	3.0999999999999996e-251	830.8	689.47	141.32999999999993
GCF_021892375.1	WP_007407669.1	K19550	2.1999999999999998e-141	467.2	388.33	78.87
GCF_021892375.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_021892375.1	WP_007410075.1	K23188	2.9e-143	476.4	460.43	15.96999999999997
GCF_022808645.1	WP_243298696.1	K01077	8.5e-118	392.8	67.97	324.83000000000004
GCF_022808645.1	WP_243296512.1	K01915	1.0999999999999999e-107	359.3	37.7	321.6
GCF_022808645.1	WP_243297802.1	K02013	2.7e-106	354.0	226.0	128.0
GCF_022808645.1	WP_243298340.1	K02015	3e-110	367.5	343.37	24.129999999999995
GCF_022808645.1	WP_243298341.1	K02016	7.899999999999999e-69	230.8	157.77	73.03
GCF_022808645.1	WP_243297213.1	K02036	9.9e-148	490.2	268.53	221.67
GCF_022808645.1	WP_243297211.1	K02037	5.8e-106	353.9	260.07	93.82999999999998
GCF_022808645.1	WP_243297212.1	K02038	2.6e-113	377.7	255.13	122.57
GCF_022808645.1	WP_243297210.1	K02040	1.6e-84	282.7	55.67	227.03
GCF_022808645.1	WP_243299769.1	K02406	6.6e-133	442.5	135.0	307.5
GCF_022808645.1	WP_243299215.1	K02556	1.2e-97	325.5	97.97	227.53
GCF_022808645.1	WP_279326852.1	K02557	6e-73	244.4	144.87	99.53
GCF_022808645.1	WP_243296417.1	K03407	1.4e-222	739.2	509.2	230.00000000000009
GCF_022808645.1	WP_243296407.1	K03413	6.400000000000001e-48	161.9	135.0	26.90000000000001
GCF_022808645.1	WP_243300371.1	K03833	2.2e-137	457.8	304.43	153.37
GCF_022808645.1	WP_243297255.1	K06390	4.2e-128	425.5	217.4	208.1
GCF_022808645.1	WP_243300148.1	K07636	6.800000000000001e-130	432.3	327.73	104.57
GCF_022808645.1	WP_243299891.1	K07692	8e-113	373.8	267.17	106.63
GCF_022808645.1	WP_243298914.1	K23188	1.5e-138	461.0	460.43	0.5699999999999932
GCF_022808785.1	WP_243354671.1	K01077	1.3000000000000001e-117	392.2	67.97	324.23
GCF_022808785.1	WP_243296512.1	K01915	1.2e-107	359.3	37.7	321.6
GCF_022808785.1	WP_243297802.1	K02013	2.8e-106	354.0	226.0	128.0
GCF_022808785.1	WP_243354518.1	K02015	9.6e-111	369.2	343.37	25.829999999999984
GCF_022808785.1	WP_243298341.1	K02016	8e-69	230.8	157.77	73.03
GCF_022808785.1	WP_243355067.1	K02036	1.7e-147	489.4	268.53	220.87
GCF_022808785.1	WP_243355065.1	K02037	1.3e-104	349.5	260.07	89.43
GCF_022808785.1	WP_243355066.1	K02038	3e-113	377.5	255.13	122.37
GCF_022808785.1	WP_243355064.1	K02040	1.8e-84	282.5	55.67	226.83
GCF_022808785.1	WP_279326373.1	K02406	6e-118	393.2	135.0	258.2
GCF_022808785.1	WP_243299215.1	K02556	1.2e-97	325.5	97.97	227.53
GCF_022808785.1	WP_279326268.1	K02557	3.5000000000000004e-73	245.2	144.87	100.32999999999998
GCF_022808785.1	WP_243296417.1	K03407	1.4e-222	739.2	509.2	230.00000000000009
GCF_022808785.1	WP_243296407.1	K03413	6.5e-48	161.9	135.0	26.90000000000001
GCF_022808785.1	WP_243354258.1	K03833	3.7999999999999996e-138	460.4	304.43	155.96999999999997
GCF_022808785.1	WP_243355099.1	K06390	8.299999999999999e-129	427.8	217.4	210.4
GCF_022808785.1	WP_243300148.1	K07636	7e-130	432.3	327.73	104.57
GCF_022808785.1	WP_243299891.1	K07692	8.2e-113	373.8	267.17	106.63
GCF_022808785.1	WP_243298914.1	K23188	1.5e-138	461.0	460.43	0.5699999999999932
GCF_024262145.1	WP_008342621.1	K00004	2.1e-140	465.9	376.97	88.92999999999995
GCF_024262145.1	WP_025207473.1	K00372	8.799999999999999e-278	921.9	909.57	12.329999999999927
GCF_024262145.1	WP_041507529.1	K01077	3.9e-107	357.3	67.97	289.33000000000004
GCF_024262145.1	WP_007499421.1	K01915	2.2e-108	361.5	37.7	323.8
GCF_024262145.1	WP_254506198.1	K02013	5.4e-118	392.4	226.0	166.39999999999998
GCF_024262145.1	WP_047945401.1	K02015	2.8e-106	354.2	343.37	10.829999999999984
GCF_024262145.1	WP_025207962.1	K02016	1.4999999999999998e-68	229.7	157.77	71.92999999999998
GCF_024262145.1	WP_008342337.1	K02036	5.2e-139	461.2	268.53	192.67
GCF_024262145.1	WP_017357999.1	K02037	2.3999999999999998e-96	321.9	260.07	61.829999999999984
GCF_024262145.1	WP_007501259.1	K02038	5.5e-96	320.3	255.13	65.17000000000002
GCF_024262145.1	WP_007501261.1	K02040	1.3e-75	253.0	55.67	197.33
GCF_024262145.1	WP_008346306.1	K02406	6e-129	429.2	135.0	294.2
GCF_024262145.1	WP_008346088.1	K02556	2e-92	308.1	97.97	210.13
GCF_024262145.1	WP_019743067.1	K02557	1.5e-69	233.1	144.87	88.22999999999999
GCF_024262145.1	WP_052320408.1	K03407	2.0000000000000002e-225	748.4	509.2	239.2
GCF_024262145.1	WP_007499584.1	K03413	1.6999999999999998e-47	160.3	135.0	25.30000000000001
GCF_024262145.1	WP_254505592.1	K06390	6.300000000000001e-134	444.4	217.4	227.0
GCF_024262145.1	WP_048001854.1	K07636	1.4000000000000002e-124	414.7	327.73	86.96999999999997
GCF_024262145.1	WP_008348273.1	K07692	5e-113	374.3	267.17	107.13
GCF_024262145.1	WP_254505990.1	K19549	9.700000000000001e-225	743.6	689.47	54.13
GCF_024262145.1	WP_276606733.1	K19550	3.8e-132	436.9	388.33	48.56999999999999
GCF_024262145.1	WP_008347057.1	K23188	3.3e-140	466.2	460.43	5.769999999999982
GCF_024262185.1	WP_003234015.1	K00004	1.5999999999999998e-141	469.8	376.97	92.82999999999998
GCF_024262185.1	WP_088467517.1	K00372	9.1e-281	932.0	909.57	22.42999999999995
GCF_024262185.1	WP_072692869.1	K01077	5e-113	377.0	67.97	309.03
GCF_024262185.1	WP_254462364.1	K01113	2.3e-165	550.1	94.03	456.0700000000001
GCF_024262185.1	WP_003231737.1	K01915	2e-107	358.6	37.7	320.90000000000003
GCF_024262185.1	WP_015715764.1	K02013	4.1e-116	386.4	226.0	160.39999999999998
GCF_024262185.1	WP_029725913.1	K02015	1.3e-105	352.2	343.37	8.829999999999984
GCF_024262185.1	WP_015714689.1	K02016	1.7999999999999998e-68	229.6	157.77	71.82999999999998
GCF_024262185.1	WP_014480273.1	K02036	4.1e-142	471.7	268.53	203.17
GCF_024262185.1	WP_014477352.1	K02037	1.7000000000000001e-100	335.8	260.07	75.73000000000002
GCF_024262185.1	WP_003230103.1	K02038	2e-94	315.3	255.13	60.170000000000016
GCF_024262185.1	WP_017696171.1	K02040	2.3e-77	259.1	55.67	203.43
GCF_024262185.1	WP_015714795.1	K02406	3.3e-128	427.0	135.0	292.0
GCF_024262185.1	WP_014477672.1	K02556	1.9e-94	315.0	97.97	217.03
GCF_024262185.1	WP_003232473.1	K02557	4.6e-72	241.5	144.87	96.63
GCF_024262185.1	WP_014476817.1	K03407	2.7000000000000002e-225	748.2	509.2	239.00000000000009
GCF_024262185.1	WP_014476812.1	K03413	5.8e-48	162.1	135.0	27.099999999999994
GCF_024262185.1	WP_043857806.1	K06390	6.4e-132	438.0	217.4	220.6
GCF_024262185.1	WP_019712901.1	K07636	1.8e-125	417.8	327.73	90.07
GCF_024262185.1	WP_003219701.1	K07692	7.9e-113	373.9	267.17	106.72999999999996
GCF_024262185.1	WP_015714909.1	K19549	8.700000000000001e-253	836.1	689.47	146.63
GCF_024262185.1	WP_015714908.1	K19550	2e-143	474.0	388.33	85.67000000000002
GCF_024262185.1	WP_019712823.1	K19552	1.9e-256	848.3	730.4	117.89999999999998
GCF_024262185.1	WP_080265401.1	K23188	1.8e-142	473.9	460.43	13.46999999999997
GCF_024919095.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_024919095.1	WP_259424950.1	K00372	3.4e-276	916.7	909.57	7.129999999999996
GCF_024919095.1	WP_259425202.1	K01077	3.6e-111	370.7	67.97	302.73
GCF_024919095.1	WP_033575133.1	K01113	1.6e-167	557.1	94.03	463.0700000000001
GCF_024919095.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_024919095.1	WP_259425402.1	K02013	1.2e-110	368.2	226.0	142.2
GCF_024919095.1	WP_259424535.1	K02015	2e-103	344.8	343.37	1.4300000000000068
GCF_024919095.1	WP_012118415.1	K02016	1.8999999999999998e-68	229.4	157.77	71.63
GCF_024919095.1	WP_259424272.1	K02036	8.1e-138	457.4	268.53	188.87
GCF_024919095.1	WP_012117997.1	K02037	8.8e-98	326.6	260.07	66.53000000000003
GCF_024919095.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_024919095.1	WP_012117998.1	K02040	1.7e-76	256.0	55.67	200.33
GCF_024919095.1	WP_259424624.1	K02406	1.4e-137	457.8	135.0	322.8
GCF_024919095.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_024919095.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_024919095.1	WP_259425509.1	K03407	4.8e-225	747.2	509.2	238.00000000000009
GCF_024919095.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_024919095.1	WP_259425601.1	K03837	1.2e-170	565.6	526.93	38.67000000000007
GCF_024919095.1	WP_007408342.1	K06390	1.3e-130	433.6	217.4	216.2
GCF_024919095.1	WP_259424375.1	K07636	4.3e-125	416.3	327.73	88.57
GCF_024919095.1	WP_003219701.1	K07692	6.9e-113	373.9	267.17	106.72999999999996
GCF_024919095.1	WP_259424708.1	K19549	5e-250	826.9	689.47	137.42999999999995
GCF_024919095.1	WP_007407669.1	K19550	2.1999999999999998e-141	467.2	388.33	78.87
GCF_024919095.1	WP_012118705.1	K19552	4.4999999999999995e-257	850.2	730.4	119.80000000000008
GCF_024919095.1	WP_012118397.1	K23188	2.8e-143	476.4	460.43	15.96999999999997
GCF_025426155.1	WP_003234015.1	K00004	1.4e-141	469.8	376.97	92.82999999999998
GCF_025426155.1	WP_015382724.1	K00372	7.1e-280	928.9	909.57	19.329999999999927
GCF_025426155.1	WP_015382905.1	K01077	2.7e-113	377.8	67.97	309.83000000000004
GCF_025426155.1	WP_015382673.1	K01113	1.4e-165	550.7	94.03	456.6700000000001
GCF_025426155.1	WP_003231737.1	K01915	1.8e-107	358.6	37.7	320.90000000000003
GCF_025426155.1	WP_015483147.1	K02013	1.4e-116	387.9	226.0	161.89999999999998
GCF_025426155.1	WP_015483679.1	K02015	1.4999999999999999e-105	351.8	343.37	8.430000000000007
GCF_025426155.1	WP_015384616.1	K02016	4.799999999999999e-69	231.4	157.77	73.63
GCF_025426155.1	WP_014480273.1	K02036	3.7e-142	471.7	268.53	203.17
GCF_025426155.1	WP_014477352.1	K02037	1.5e-100	335.8	260.07	75.73000000000002
GCF_025426155.1	WP_003230103.1	K02038	1.8e-94	315.3	255.13	60.170000000000016
GCF_025426155.1	WP_015384104.1	K02040	7.3e-78	260.6	55.67	204.93
GCF_025426155.1	WP_029725988.1	K02406	3.4000000000000005e-133	443.3	135.0	308.3
GCF_025426155.1	WP_014477672.1	K02556	1.8e-94	315.0	97.97	217.03
GCF_025426155.1	WP_003232473.1	K02557	4.1e-72	241.5	144.87	96.63
GCF_025426155.1	WP_015483230.1	K03407	2.8e-225	748.0	509.2	238.8
GCF_025426155.1	WP_014476812.1	K03413	5.3e-48	162.1	135.0	27.099999999999994
GCF_025426155.1	WP_003230226.1	K06390	4.4e-132	438.4	217.4	221.0
GCF_025426155.1	WP_015483551.1	K07636	2.5e-126	420.4	327.73	92.66999999999996
GCF_025426155.1	WP_003219701.1	K07692	7.2e-113	373.9	267.17	106.72999999999996
GCF_025426155.1	WP_015384955.1	K19549	9.6e-254	839.2	689.47	149.73000000000002
GCF_025426155.1	WP_015483848.1	K19550	7.5e-144	475.3	388.33	86.97000000000003
GCF_025426155.1	WP_015384956.1	K19552	1.3999999999999998e-256	848.6	730.4	118.20000000000005
GCF_025426155.1	WP_010886609.1	K23188	7.999999999999999e-142	471.7	460.43	11.269999999999982
GCF_025460705.1	WP_003234015.1	K00004	1.5e-141	469.8	376.97	92.82999999999998
GCF_025460705.1	WP_262120075.1	K00372	9.7e-280	928.6	909.57	19.029999999999973
GCF_025460705.1	WP_015382905.1	K01077	2.9e-113	377.8	67.97	309.83000000000004
GCF_025460705.1	WP_014475691.1	K01113	1.7e-165	550.5	94.03	456.47
GCF_025460705.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_025460705.1	WP_213385248.1	K02013	3.6e-116	386.6	226.0	160.60000000000002
GCF_025460705.1	WP_042974729.1	K02015	7.3e-106	353.0	343.37	9.629999999999995
GCF_025460705.1	WP_069322893.1	K02016	1.1e-68	230.3	157.77	72.53
GCF_025460705.1	WP_262119317.1	K02036	5.1999999999999996e-141	468.0	268.53	199.47000000000003
GCF_025460705.1	WP_015714268.1	K02037	1.9e-100	335.6	260.07	75.53000000000003
GCF_025460705.1	WP_003230103.1	K02038	1.9e-94	315.3	255.13	60.170000000000016
GCF_025460705.1	WP_004398774.1	K02040	1.6e-77	259.5	55.67	203.83
GCF_025460705.1	WP_021480711.1	K02406	1.4000000000000001e-126	421.6	135.0	286.6
GCF_025460705.1	WP_015714528.1	K02556	1.5e-94	315.2	97.97	217.23
GCF_025460705.1	WP_003232473.1	K02557	4.4e-72	241.5	144.87	96.63
GCF_025460705.1	WP_262119808.1	K03407	3.6e-225	747.7	509.2	238.50000000000009
GCF_025460705.1	WP_014476812.1	K03413	5.6e-48	162.1	135.0	27.099999999999994
GCF_025460705.1	WP_262119336.1	K06390	6.3e-132	438.0	217.4	220.6
GCF_025460705.1	WP_262119192.1	K07636	1.2e-125	418.3	327.73	90.57
GCF_025460705.1	WP_003219701.1	K07692	7.6e-113	373.9	267.17	106.72999999999996
GCF_025460705.1	WP_262118795.1	K19549	2e-253	838.2	689.47	148.73000000000002
GCF_025460705.1	WP_262118798.1	K19550	2.8e-143	473.5	388.33	85.17000000000002
GCF_025460705.1	WP_014481236.1	K19552	6e-257	849.9	730.4	119.5
GCF_025460705.1	WP_010886609.1	K23188	8.5e-142	471.7	460.43	11.269999999999982
GCF_025837035.1	WP_003234015.1	K00004	1.5e-141	469.8	376.97	92.82999999999998
GCF_025837035.1	WP_264099452.1	K00372	5.7e-281	932.6	909.57	23.029999999999973
GCF_025837035.1	WP_029725845.1	K01077	1.3e-113	378.9	67.97	310.92999999999995
GCF_025837035.1	WP_264099440.1	K01113	4.2000000000000004e-165	549.2	94.03	455.1700000000001
GCF_025837035.1	WP_015252037.1	K01915	3.5e-107	357.7	37.7	320.0
GCF_025837035.1	WP_264099754.1	K02013	2e-116	387.3	226.0	161.3
GCF_025837035.1	WP_264099250.1	K02015	1.6e-105	351.8	343.37	8.430000000000007
GCF_025837035.1	WP_264099251.1	K02016	1.4999999999999998e-68	229.8	157.77	72.03
GCF_025837035.1	WP_014480273.1	K02036	3.8e-142	471.7	268.53	203.17
GCF_025837035.1	WP_014477352.1	K02037	1.6e-100	335.8	260.07	75.73000000000002
GCF_025837035.1	WP_029317900.1	K02038	2.6e-94	314.9	255.13	59.76999999999998
GCF_025837035.1	WP_033884719.1	K02040	1e-77	260.1	55.67	204.43
GCF_025837035.1	WP_029725988.1	K02406	3.5000000000000004e-133	443.3	135.0	308.3
GCF_025837035.1	WP_014477672.1	K02556	1.8e-94	315.0	97.97	217.03
GCF_025837035.1	WP_003232473.1	K02557	4.3e-72	241.5	144.87	96.63
GCF_025837035.1	WP_264099823.1	K03407	3.4e-225	747.8	509.2	238.6
GCF_025837035.1	WP_014476812.1	K03413	5.5e-48	162.1	135.0	27.099999999999994
GCF_025837035.1	WP_015714242.1	K06390	6.5e-132	437.9	217.4	220.5
GCF_025837035.1	WP_264099128.1	K07636	5.400000000000001e-125	416.1	327.73	88.37
GCF_025837035.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_025837035.1	WP_173614351.1	K19549	6.8e-254	839.7	689.47	150.23000000000002
GCF_025837035.1	WP_264099354.1	K19550	2.1e-144	477.2	388.33	88.87
GCF_025837035.1	WP_221777335.1	K19552	5.599999999999999e-256	846.6	730.4	116.20000000000005
GCF_025837035.1	WP_080265401.1	K23188	1.6999999999999998e-142	473.9	460.43	13.46999999999997
GCF_026787105.1	WP_025092841.1	K00004	2.4e-140	465.8	376.97	88.82999999999998
GCF_026787105.1	WP_073205901.1	K00372	5.2e-275	912.8	909.57	3.2299999999999045
GCF_026787105.1	WP_024425291.1	K01077	5.2e-106	353.6	67.97	285.63
GCF_026787105.1	WP_122631366.1	K01915	1e-108	362.6	37.7	324.90000000000003
GCF_026787105.1	WP_268415672.1	K02013	2.9999999999999997e-116	386.7	226.0	160.7
GCF_026787105.1	WP_024423440.1	K02015	7.599999999999999e-107	356.1	343.37	12.730000000000018
GCF_026787105.1	WP_024426031.1	K02016	3.6999999999999996e-68	228.4	157.77	70.63
GCF_026787105.1	WP_017367606.1	K02036	3.6e-139	461.8	268.53	193.27000000000004
GCF_026787105.1	WP_024422994.1	K02037	3.7e-96	321.3	260.07	61.23000000000002
GCF_026787105.1	WP_025092964.1	K02038	6.6999999999999996e-96	320.0	255.13	64.87
GCF_026787105.1	WP_024422995.1	K02040	1.6999999999999998e-75	252.7	55.67	197.03
GCF_026787105.1	WP_034623420.1	K02406	1.3e-127	424.9	135.0	289.9
GCF_026787105.1	WP_024424680.1	K02556	1e-92	309.1	97.97	211.13
GCF_026787105.1	WP_024424679.1	K02557	1.1999999999999998e-69	233.4	144.87	88.53
GCF_026787105.1	WP_268416240.1	K03407	9.800000000000001e-225	746.1	509.2	236.90000000000003
GCF_026787105.1	WP_268416247.1	K03413	3.7e-47	159.2	135.0	24.19999999999999
GCF_026787105.1	WP_024428002.1	K06390	2.9e-131	435.7	217.4	218.3
GCF_026787105.1	WP_024424787.1	K07636	4.5000000000000004e-124	413.0	327.73	85.26999999999998
GCF_026787105.1	WP_008348273.1	K07692	5e-113	374.3	267.17	107.13
GCF_026787105.1	WP_008347057.1	K23188	3.4e-140	466.2	460.43	5.769999999999982
GCF_026787785.1	WP_058014595.1	K00004	8.1e-140	464.1	376.97	87.13
GCF_026787785.1	WP_058014429.1	K01077	1.3e-105	352.4	67.97	284.42999999999995
GCF_026787785.1	WP_058013910.1	K01915	9e-109	362.9	37.7	325.2
GCF_026787785.1	WP_268466917.1	K02013	1.6e-116	387.7	226.0	161.7
GCF_026787785.1	WP_268466680.1	K02015	5.7e-107	356.6	343.37	13.230000000000018
GCF_026787785.1	WP_058013706.1	K02016	6.8999999999999995e-68	227.6	157.77	69.82999999999998
GCF_026787785.1	WP_034661308.1	K02036	5.2e-138	458.1	268.53	189.57000000000005
GCF_026787785.1	WP_003217329.1	K02037	3.3999999999999997e-96	321.5	260.07	61.43000000000001
GCF_026787785.1	WP_003217489.1	K02038	7.0999999999999995e-96	320.0	255.13	64.87
GCF_026787785.1	WP_058014668.1	K02040	6.3e-76	254.2	55.67	198.53
GCF_026787785.1	WP_058014260.1	K02406	5.9e-132	439.3	135.0	304.3
GCF_026787785.1	WP_003212085.1	K02556	4.6e-93	310.3	97.97	212.33
GCF_026787785.1	WP_058014151.1	K02557	1e-68	230.4	144.87	85.53
GCF_026787785.1	WP_058013981.1	K03407	9.9e-225	746.2	509.2	237.00000000000009
GCF_026787785.1	WP_007499584.1	K03413	1.8e-47	160.3	135.0	25.30000000000001
GCF_026787785.1	WP_268466068.1	K06390	2e-133	442.8	217.4	225.4
GCF_026787785.1	WP_058015094.1	K07636	5.4e-124	412.8	327.73	85.07
GCF_026787785.1	WP_008348273.1	K07692	5.3e-113	374.3	267.17	107.13
GCF_026787785.1	WP_058013418.1	K19549	1.1e-228	756.7	689.47	67.23000000000002
GCF_026787785.1	WP_321165902.1	K19550	9.500000000000001e-133	438.9	388.33	50.56999999999999
GCF_026787785.1	WP_003213584.1	K23188	3.8999999999999997e-140	466.1	460.43	5.670000000000016
GCF_026793695.1	WP_268271808.1	K00004	5.6e-141	467.9	376.97	90.92999999999996
GCF_026793695.1	WP_268312828.1	K00372	6.5e-279	925.8	909.57	16.229999999999905
GCF_026793695.1	WP_080428964.1	K01077	5.1e-115	383.5	67.97	315.53
GCF_026793695.1	WP_003241303.1	K01113	1.2000000000000001e-164	547.6	94.03	453.5700000000001
GCF_026793695.1	WP_003238339.1	K01915	4.4999999999999996e-107	357.3	37.7	319.6
GCF_026793695.1	WP_268289864.1	K02013	2.3999999999999998e-113	377.2	226.0	151.2
GCF_026793695.1	WP_268287665.1	K02015	7e-105	349.7	343.37	6.329999999999984
GCF_026793695.1	WP_268283390.1	K02016	6.4e-68	227.8	157.77	70.03
GCF_026793695.1	WP_060399032.1	K02036	3.2e-142	471.9	268.53	203.37
GCF_026793695.1	WP_019258908.1	K02037	3.3e-100	334.8	260.07	74.73000000000002
GCF_026793695.1	WP_003237008.1	K02038	1.4e-93	312.5	255.13	57.370000000000005
GCF_026793695.1	WP_003237013.1	K02040	1e-76	256.8	55.67	201.13
GCF_026793695.1	WP_268280983.1	K02406	1.5999999999999998e-129	431.2	135.0	296.2
GCF_026793695.1	WP_060400050.1	K02556	1.6e-95	318.4	97.97	220.43
GCF_026793695.1	WP_268272378.1	K02557	8.999999999999999e-71	237.2	144.87	92.32999999999998
GCF_026793695.1	WP_225515030.1	K03407	1.1e-225	749.4	509.2	240.2
GCF_026793695.1	WP_003220882.1	K03413	1.0999999999999999e-47	161.1	135.0	26.099999999999994
GCF_026793695.1	WP_003236905.1	K06390	3.9e-133	441.9	217.4	224.5
GCF_026793695.1	WP_268312974.1	K07636	5.9e-124	412.7	327.73	84.96999999999997
GCF_026793695.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_026793695.1	WP_232919879.1	K19549	1.8e-252	835.0	689.47	145.52999999999997
GCF_026793695.1	WP_119914425.1	K19550	7.4e-144	475.4	388.33	87.07
GCF_026793695.1	WP_119914427.1	K19552	5.1999999999999996e-256	846.7	730.4	116.30000000000008
GCF_026793695.1	WP_075749192.1	K23188	1.5999999999999998e-141	470.7	460.43	10.269999999999982
GCF_026793855.1	WP_010787808.1	K00004	2.1e-137	456.2	376.97	79.22999999999996
GCF_026793855.1	WP_088116603.1	K01077	1.6999999999999998e-113	378.5	67.97	310.53
GCF_026793855.1	WP_268529406.1	K01113	1.9000000000000003e-164	547.0	94.03	452.97
GCF_026793855.1	WP_094232068.1	K01915	2.4e-108	361.5	37.7	323.8
GCF_026793855.1	WP_268528007.1	K02013	7.2e-106	352.6	226.0	126.60000000000002
GCF_026793855.1	WP_268527263.1	K02015	3.1000000000000003e-106	354.2	343.37	10.829999999999984
GCF_026793855.1	WP_268527259.1	K02016	4.6e-68	228.2	157.77	70.42999999999998
GCF_026793855.1	WP_061669987.1	K02036	1.7999999999999998e-141	469.5	268.53	200.97000000000003
GCF_026793855.1	WP_004429534.1	K02037	2e-98	328.8	260.07	68.73000000000002
GCF_026793855.1	WP_106046752.1	K02038	5.3e-94	313.8	255.13	58.670000000000016
GCF_026793855.1	WP_004429533.1	K02040	2.3000000000000002e-74	249.1	55.67	193.43
GCF_026793855.1	WP_268370730.1	K02406	8.999999999999999e-128	425.5	135.0	290.5
GCF_026793855.1	WP_003327311.1	K02556	3.7e-93	310.6	97.97	212.63
GCF_026793855.1	WP_003327312.1	K02557	1.1e-72	243.4	144.87	98.53
GCF_026793855.1	WP_003328922.1	K03407	1.2999999999999999e-221	736.0	509.2	226.8
GCF_026793855.1	WP_003328933.1	K03413	2.5e-47	159.9	135.0	24.90000000000001
GCF_026793855.1	WP_003325460.1	K06390	7e-133	441.1	217.4	223.7
GCF_026793855.1	WP_003325115.1	K07636	9.4e-123	408.7	327.73	80.96999999999997
GCF_026793855.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_026793855.1	WP_003326993.1	K23188	1.4999999999999999e-140	467.5	460.43	7.069999999999993
GCF_027497645.1	WP_016937045.1	K00004	2e-140	466.0	376.97	89.02999999999997
GCF_027497645.1	WP_269775463.1	K01077	6.5000000000000005e-111	369.9	67.97	301.92999999999995
GCF_027497645.1	WP_269775373.1	K01113	1.5000000000000001e-167	557.2	94.03	463.1700000000001
GCF_027497645.1	WP_016936014.1	K01915	3.3e-109	364.3	37.7	326.6
GCF_027497645.1	WP_269775214.1	K02013	1.6000000000000001e-111	371.1	226.0	145.10000000000002
GCF_027497645.1	WP_269774313.1	K02015	1.6e-103	345.1	343.37	1.7300000000000182
GCF_027497645.1	WP_188154467.1	K02016	3.8e-67	225.2	157.77	67.42999999999998
GCF_027497645.1	WP_269774800.1	K02036	2.4e-137	455.8	268.53	187.27000000000004
GCF_027497645.1	WP_013352890.1	K02037	5e-98	327.5	260.07	67.43
GCF_027497645.1	WP_016938946.1	K02038	3.3999999999999997e-91	304.5	255.13	49.370000000000005
GCF_027497645.1	WP_016938944.1	K02040	4.4e-77	258.0	55.67	202.33
GCF_027497645.1	WP_198698154.1	K02406	4.3e-140	466.1	135.0	331.1
GCF_027497645.1	WP_269774634.1	K02556	9.999999999999999e-98	325.6	97.97	227.63
GCF_027497645.1	WP_269775196.1	K02557	3.4e-72	241.8	144.87	96.93
GCF_027497645.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_027497645.1	WP_198697869.1	K06390	3e-130	432.4	217.4	215.0
GCF_027497645.1	WP_269774665.1	K07636	3.3e-126	420.0	327.73	92.26999999999998
GCF_027497645.1	WP_003219701.1	K07692	6.999999999999999e-113	373.9	267.17	106.72999999999996
GCF_027497645.1	WP_269774136.1	K19550	1e-134	445.4	388.33	57.06999999999999
GCF_027497645.1	WP_016937987.1	K23188	9e-143	474.8	460.43	14.370000000000005
GCF_027706145.1	WP_270802240.1	K01077	9.4e-116	385.8	67.97	317.83000000000004
GCF_027706145.1	WP_270803200.1	K01113	1.3e-162	540.8	94.03	446.77
GCF_027706145.1	WP_172295371.1	K01915	9.2e-110	366.0	37.7	328.3
GCF_027706145.1	WP_270800515.1	K02013	3e-95	317.5	226.0	91.5
GCF_027706145.1	WP_270800510.1	K02015	4.4e-106	353.5	343.37	10.129999999999995
GCF_027706145.1	WP_270800511.1	K02016	2e-69	232.6	157.77	74.82999999999998
GCF_027706145.1	WP_270798193.1	K02036	7.7e-141	467.3	268.53	198.77000000000004
GCF_027706145.1	WP_270798191.1	K02037	3e-99	331.4	260.07	71.32999999999998
GCF_027706145.1	WP_270798192.1	K02038	9.699999999999999e-93	309.6	255.13	54.47000000000003
