Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_002146445.1	Bacillus thuringiensis serovar jinghongiensis	Scaffold	current	6234285	68	SAMN05934503	soil	China		non_saline_candidate	
GCF_002146615.1	Bacillus thuringiensis serovar novosibirsk	Scaffold	current	6737472	112	SAMN05934509	soil	USSR		non_saline_candidate	
GCF_002146815.1	Bacillus thuringiensis serovar rongseni	Scaffold	current	5776387	48	SAMN05934528	red soil	China		non_saline_candidate	
GCF_002148065.1	Bacillus thuringiensis serovar zhaodongensis	Scaffold	current	6240466	126	SAMN05934534	black soil	China		non_saline_candidate	
GCF_002550525.1	Bacillus toyonensis	Scaffold	current	5687732	101	SAMN07598651	root	USA: IA	Corn	non_saline_candidate	
GCF_002550725.1	Bacillus toyonensis	Scaffold	current	5838556	188	SAMN07598626	root	USA: MN	Soybean	non_saline_candidate	
GCF_002551735.1	Bacillus toyonensis	Scaffold	current	5858778	112	SAMN07598709	plant core	USA: NC		non_saline_candidate	
GCF_002552055.1	Bacillus toyonensis	Scaffold	current	5992260	150	SAMN07598679	root	USA: IA	Corn	non_saline_candidate	
GCF_002552125.1	Bacillus toyonensis	Scaffold	current	5903789	197	SAMN07598672	root	USA: IL	Soybean	non_saline_candidate	
GCF_002552545.1	Bacillus toyonensis	Scaffold	current	5915994	155	SAMN07598619	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552675.1	Bacillus toyonensis	Scaffold	current	6053554	110	SAMN07598605	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552685.1	Bacillus toyonensis	Scaffold	current	5817917	101	SAMN07598602	plant	USA: NC		non_saline_candidate	
GCF_002552775.1	Bacillus toyonensis	Scaffold	current	5840381	173	SAMN07598591	soil	USA: NC		non_saline_candidate	
GCF_002552975.1	Bacillus toyonensis	Scaffold	current	5928675	143	SAMN07598703	root	USA: MN	Soybean	non_saline_candidate	
GCF_002553325.1	Bacillus toyonensis	Scaffold	current	5989380	117	SAMN07598604	root	USA: OH	Corn	non_saline_candidate	
GCF_002553375.1	Bacillus toyonensis	Scaffold	current	5979176	143	SAMN07598588	root	USA: IA	Corn	non_saline_candidate	
GCF_002553415.1	Bacillus toyonensis	Scaffold	current	5960659	133	SAMN07598582	plant core	USA: NC		non_saline_candidate	
GCF_002554905.1	Bacillus toyonensis	Scaffold	current	5996256	141	SAMN07597469	soil	USA: IA		non_saline_candidate	
GCF_002555035.1	Bacillus toyonensis	Scaffold	current	5859505	138	SAMN07597448	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555055.1	Bacillus toyonensis	Scaffold	current	5791529	158	SAMN07597447	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555115.1	Bacillus toyonensis	Scaffold	current	5825764	112	SAMN07597426	soil	USA: NC		non_saline_candidate	
GCF_002555225.1	Bacillus toyonensis	Scaffold	current	5593149	142	SAMN07597420	soil	USA: NY		non_saline_candidate	
GCF_002555315.1	Bacillus toyonensis	Scaffold	current	6008497	132	SAMN07597395	soil	USA: IA		non_saline_candidate	
GCF_002555765.1	Bacillus toyonensis	Scaffold	current	5874577	138	SAMN07597362	soil	USA: IA		non_saline_candidate	
GCF_002555805.1	Bacillus toyonensis	Scaffold	current	5641144	106	SAMN07597332	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555845.1	Bacillus toyonensis	Scaffold	current	5539290	71	SAMN07597323	soil	USA: NY		non_saline_candidate	
GCF_002555905.1	Bacillus toyonensis	Scaffold	current	5953267	131	SAMN07597317	root	USA: MN	Soybean	non_saline_candidate	
GCF_002556325.1	Bacillus toyonensis	Scaffold	current	5538868	80	SAMN07597234	soil	USA: NC		non_saline_candidate	
GCF_002556435.1	Bacillus toyonensis	Scaffold	current	5908366	166	SAMN07597240	plant	USA: IN	Weed	non_saline_candidate	
GCF_002556955.1	Bacillus toyonensis	Scaffold	current	5894798	158	SAMN07597599	root	USA: IA	Corn	non_saline_candidate	
GCF_002557115.1	Bacillus toyonensis	Scaffold	current	6020054	144	SAMN07597563	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002557255.1	Bacillus toyonensis	Scaffold	current	5567444	94	SAMN07597549	soil	USA: NY		non_saline_candidate	
GCF_002569065.1	Bacillus toyonensis	Scaffold	current	5616824	97	SAMN07598552	plant core	USA: NC		non_saline_candidate	
GCF_002569325.1	Bacillus toyonensis	Scaffold	current	5526602	142	SAMN07598569	root	USA: IL	Soybean	non_saline_candidate	
GCF_002569425.1	Bacillus toyonensis	Scaffold	current	6079255	132	SAMN07598514	soil	USA: NC		non_saline_candidate	
GCF_002569455.1	Bacillus toyonensis	Scaffold	current	5514718	104	SAMN07598504	plant	USA: IN	Weed	non_saline_candidate	
GCF_002569805.1	Bacillus toyonensis	Scaffold	current	5687803	85	SAMN07598428	soil	USA: IA		non_saline_candidate	
GCF_002569835.1	Bacillus toyonensis	Scaffold	current	5979761	161	SAMN07598403	root	USA: MN	Soybean	non_saline_candidate	
GCF_002570105.1	Bacillus toyonensis	Scaffold	current	6433607	173	SAMN07598369	root	USA: IA	Soybean	non_saline_candidate	
GCF_002570155.1	Bacillus toyonensis	Scaffold	current	6054702	112	SAMN07598363	root	USA: IA	Corn	non_saline_candidate	
GCF_002570205.1	Bacillus toyonensis	Scaffold	current	5573737	108	SAMN07598360	plant core	USA: NC		non_saline_candidate	
GCF_002571885.1	Bacillus toyonensis	Scaffold	current	5487400	84	SAMN07598222	soil	USA: NY		non_saline_candidate	
GCF_002572035.1	Bacillus toyonensis	Scaffold	current	5787649	109	SAMN07598261	root	USA: IN	Corn	non_saline_candidate	
GCF_002572415.1	Bacillus toyonensis	Scaffold	current	5998070	118	SAMN07598226	root	USA: IA	Corn	non_saline_candidate	
GCF_002579305.1	Bacillus toyonensis	Scaffold	current	5598410	103	SAMN07598131	plant	USA: IN	Weed	non_saline_candidate	
GCF_002579625.1	Bacillus toyonensis	Scaffold	current	5909702	103	SAMN07598125	soil	USA: NY		non_saline_candidate	
GCF_002579735.1	Bacillus toyonensis	Scaffold	current	5976092	119	SAMN07598115	soil	USA: IA		non_saline_candidate	
GCF_002579895.1	Bacillus toyonensis	Scaffold	current	5993870	159	SAMN07598101	root	USA: IA	Corn	non_saline_candidate	
GCF_002580125.1	Bacillus toyonensis	Scaffold	current	5539558	95	SAMN07598079	soil	USA: NY		non_saline_candidate	
GCF_002580305.1	Bacillus toyonensis	Scaffold	current	5912384	121	SAMN07598069	plant	USA: IN	Weed	non_saline_candidate	
GCF_002580365.1	Bacillus toyonensis	Scaffold	current	5519874	85	SAMN07598065	soil	USA: NC		non_saline_candidate	
GCF_002580965.1	Bacillus toyonensis	Scaffold	current	5773289	119	SAMN07597996	soil	USA: NC		non_saline_candidate	
GCF_002581275.1	Bacillus toyonensis	Scaffold	current	6054192	143	SAMN07598068	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002581325.1	Bacillus toyonensis	Scaffold	current	6141510	144	SAMN07598054	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002581765.1	Bacillus toyonensis	Scaffold	current	5576195	77	SAMN07597961	plant	USA: NC		non_saline_candidate	
GCF_002582095.1	Bacillus toyonensis	Scaffold	current	5984749	112	SAMN07597928	soil	USA: NY		non_saline_candidate	
GCF_002582205.1	Bacillus toyonensis	Scaffold	current	5895806	107	SAMN07597912	soil	USA: NY		non_saline_candidate	
GCF_002582715.1	Bacillus toyonensis	Scaffold	current	5965575	197	SAMN07597873	root	USA: MO	Soybean	non_saline_candidate	
GCF_002585395.1	Bacillus toyonensis	Scaffold	current	5993285	173	SAMN07597875	root	USA: MO	Soybean	non_saline_candidate	
GCF_002588695.1	Bacillus toyonensis	Scaffold	current	5891354	144	SAMN07597860	root	USA: IA	Corn	non_saline_candidate	
GCF_002588835.1	Bacillus toyonensis	Scaffold	current	6008275	153	SAMN07597834	soil	USA: IA		non_saline_candidate	
GCF_002588905.1	Bacillus toyonensis	Scaffold	current	6049142	145	SAMN07597833	plant core	USA: NC		non_saline_candidate	
GCF_002589375.1	Bacillus toyonensis	Scaffold	current	5983856	181	SAMN07597800	plant	USA: NC	Tomato	non_saline_candidate	
GCF_004368515.1	Bacillus thuringiensis F14-1	Scaffold	current	5421183	24	SAMN03339768	soil	China: Northeast		non_saline_candidate	
GCF_012222085.2	Bacillus thuringiensis serovar andalousiensis	Chromosome	current	6039942	1	SAMN10850176	soil	Russia: Moscow		non_saline_candidate	
GCF_015844975.1	Bacillus toyonensis	Scaffold	current	5863811	43	SAMN03654048	soil	Germany		non_saline_candidate	
GCF_015844995.1	Bacillus toyonensis	Scaffold	current	5765702	41	SAMN03654049	soil	Germany		non_saline_candidate	
GCF_015845025.1	Bacillus toyonensis	Scaffold	current	6350992	42	SAMN03654250	soil	Germany		non_saline_candidate	
GCF_018739605.1	Bacillus toyonensis	Complete Genome	current	5702814	3	SAMN10879057	soil	Poland: Bialowieza National Park		non_saline_candidate	
GCF_018741125.1	Bacillus toyonensis	Complete Genome	current	5986099	5	SAMN10879088	soil	Poland: farmland in Jasienowka		non_saline_candidate	
GCF_018741525.1	Bacillus toyonensis	Complete Genome	current	6085297	4	SAMN10879053	soil	Poland: farmland in Jasienowka		non_saline_candidate	
GCF_018741545.1	Bacillus toyonensis	Complete Genome	current	5977271	5	SAMN10879078	soil	Poland: farmland in Jasienowka		non_saline_candidate	
GCF_018741625.1	Bacillus toyonensis	Complete Genome	current	6085753	4	SAMN10879049	soil	Poland: farmland in Jasienowka		non_saline_candidate	
GCF_019599385.1	Bacillus toyonensis	Scaffold	current	5676408	85	SAMN20499491		China:Zhengzhou	soil	non_saline_candidate	
GCF_022170805.1	Bacillus toyonensis	Complete Genome	current	5872224	6	SAMN20890002	soil	USA: Dallas, Texas	Environment	non_saline_candidate	
GCF_024919115.1	Bacillus toyonensis	Complete Genome	current	6247065	5	SAMN30473217	Commercial plant nursery	Viet Nam: Da Lat		non_saline_candidate	
GCF_031157435.1	Bacillus thuringiensis serovar aizawai	Scaffold	current	6846584	16	SAMN36379299	soil	South Korea: Seongju		non_saline_candidate	
GCF_045557325.1	Bacillus thuringiensis serovar israelensis	Scaffold	current	6623039	123	SAMN40125561	Red soil	India: Thirupathur		non_saline_candidate	
GCF_045557605.1	Bacillus thuringiensis serovar israelensis	Scaffold	current	6620240	119	SAMN40044628	Clay soil	India:Puducherry		non_saline_candidate	
GCF_046619495.1	Bacillus thuringiensis	Complete Genome	current	5601693	4	SAMN45893315	leaf and root of endophyte	United Arab Emirates: Al Ain	Citrullus colocynthis	non_saline_candidate	
GCF_046619515.1	Bacillus thuringiensis	Complete Genome	current	5176446	1	SAMN45893319	leaf and root of endophyte	United Arab Emirates: Al Ain	Citrullus colocynthis	non_saline_candidate	
GCF_046628115.1	Bacillus thuringiensis	Complete Genome	current	5611564	4	SAMN45893326	root of endophyte	United Arab Emirates: Al Ain	Citrullus colocynthis	non_saline_candidate	
GCF_047049285.1	Bacillus thuringiensis serovar fukuokaensis	Complete Genome	current	6302151	7	SAMN15523171	soil	Japan: Fukuoka	missing	non_saline_candidate	
GCF_047049475.1	Bacillus thuringiensis serovar sumiyoshiensis	Complete Genome	current	6312188	6	SAMN15523172	soil	Japan: Sumiyoshi	missing	non_saline_candidate	
GCF_047130435.1	Bacillus thuringiensis	Complete Genome	current	6738255	11	SAMN15699800		China: Hebei	soil	non_saline_candidate	
GCF_049262535.1	Bacillus thuringiensis	Complete Genome	current	5870594	3	SAMN47557197	soil	China:Hubei		non_saline_candidate	
GCF_050327825.1	Bacillus thuringiensis	Scaffold	current	6418454	132	SAMN48409181	soil	China: Hainan		non_saline_candidate	
GCF_051027385.1	Bacillus thuringiensis	Complete Genome	current	5384107	2	SAMN47546028	root	China:Fujian	Chinese fir	non_saline_candidate	
GCF_051027395.1	Bacillus thuringiensis	Complete Genome	current	5378524	2	SAMN47546026	root	China:Fujian	Chinese fir	non_saline_candidate	
GCF_051027415.1	Bacillus thuringiensis	Complete Genome	current	6015257	4	SAMN47546024	root	China:Fujian	Chinese fir	non_saline_candidate	
GCF_051146765.1	Bacillus thuringiensis	Chromosome	current	6269733	42	SAMN39936051	soil	Mexico: Reynosa		non_saline_candidate	
GCF_051805465.1	Bacillus thuringiensis	Complete Genome	current	5292368	1	SAMN41382604	soil	Brazil: Paraiba do Sul, Rio de Janeiro		non_saline_candidate	
GCF_054332455.1	Bacillus thuringiensis	Complete Genome	current	5675381	1	SAMN54328446	soil	China:Qingdao		non_saline_candidate	
GCF_056833535.1	Bacillus thuringiensis serovar israelensis	Scaffold	current	6633832	143	SAMN40152688	Clay soil	India: Vellore		non_saline_candidate	
GCF_000740715.1	Bacillus velezensis	Scaffold	current	3951956	96	SAMN02947774	soil	China: Ranzhuang Tunnel, Hebei Province		non_saline_candidate	
GCF_000786145.2	Bacillus velezensis	Scaffold	current	3986274	64	SAMN03106920	flowers from a wild plant	Spain: mediterranean nord-east coast		non_saline_candidate	
GCF_000875875.2	Bacillus velezensis	Chromosome	current	4006441	6	SAMN03271888	Cotton Plant Rhizosphere	USA		non_saline_candidate	
GCF_000973485.1	Bacillus velezensis	Complete Genome	current	3903017	1	SAMN03470201	soil	China	-	non_saline_candidate	
GCF_001023595.1	Bacillus velezensis	Complete Genome	current	4009746	1	SAMN03733934	4-year-old roots of Korean ginseng	South Korea: Cheongju		non_saline_candidate	
GCF_001685645.1	Bacillus velezensis	Complete Genome	current	3929772	1	SAMN04816858	Cucumber rhizosphere soil	China: Tangshan city, Hebei province		non_saline_candidate	
GCF_002005345.1	Bacillus velezensis	Complete Genome	current	4143608	2	SAMN06196402	rice paddy soil	Korea: Goheung		non_saline_candidate	
GCF_002057535.1	Bacillus velezensis	Complete Genome	current	3926520	1	SAMN05949245	soil	China:Beijing		non_saline_candidate	
GCF_002105595.1	Bacillus velezensis	Complete Genome	current	3963726	1	SAMN06711603	rhizosphere	Canada: Delhi	Potato	non_saline_candidate	
GCF_002117165.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN03571282	rice rhizosphere soil	South Korea: Cheongwon		non_saline_candidate	
GCF_002192235.1	Bacillus velezensis	Complete Genome	current	3929760	1	SAMN06231161	Lycium barbarum L. rhizosphere	China: Zhongning, Ningxia		non_saline_candidate	
GCF_002204665.1	Bacillus velezensis	Scaffold	current	3905592	65	SAMN07174738	maize rhizosphere	South Africa: North West		non_saline_candidate	
GCF_002205715.1	Bacillus velezensis	Complete Genome	current	3900066	2	SAMN07248583	Root endosphere	South Korea: Yecheon	Solanum lycopersicum	non_saline_candidate	
GCF_002237515.1	Bacillus velezensis	Complete Genome	current	3979382	1	SAMN07371515		China: Xiqing district of Tianjin city	soil	non_saline_candidate	
GCF_002238395.1	Bacillus velezensis	Complete Genome	current	3872560	3	SAMN07371516	field soil	China		non_saline_candidate	
GCF_002688525.1	Bacillus velezensis	Complete Genome	current	4090582	1	SAMN07768195	soil	China: pear germplasm repository of the Institute of Pomology, Chinese Academy of Agricultural Sciences, Xingcheng		non_saline_candidate	
GCF_002741705.1	Bacillus velezensis	Complete Genome	current	4197217	1	SAMN07836906	rare dormant volcanic soils	China: Changbai Mountain in Jilin Province		non_saline_candidate	
GCF_002761535.1	Bacillus velezensis	Complete Genome	current	4006746	1	SAMN05980781		China: Shandong	soil microorganism	non_saline_candidate	
GCF_002763675.1	Bacillus velezensis	Complete Genome	current	4024750	2	SAMN07840093	soil	China: Taian		non_saline_candidate	
GCF_002764075.1	Bacillus velezensis	Complete Genome	current	4061552	1	SAMN07977821	soil	China: tianjin		non_saline_candidate	
GCF_002844125.1	Bacillus velezensis	Complete Genome	current	4246605	1	SAMN08158236	soil	China: Dezhou		non_saline_candidate	
GCF_002916875.1	Bacillus velezensis	Scaffold	current	3879012	36	SAMN06628691	soil used for soybean agriculture	China: Heilongjiang, Harbin	not applicable	non_saline_candidate	
GCF_002968415.1	Bacillus velezensis	Complete Genome	current	4385679	2	SAMN08450108	bamboo forest soil	China:Tianmu Mountain		non_saline_candidate	
GCF_002998915.1	Bacillus velezensis	Scaffold	current	3851762	28	SAMN08639691	soil	China: Tibet		non_saline_candidate	
GCF_003045165.1	Bacillus velezensis	Complete Genome	current	3929794	1	SAMN08826799	soil	South Korea: Daejeon		non_saline_candidate	
GCF_003047005.1	Bacillus velezensis	Complete Genome	current	3893072	1	SAMN08826801	soil	Korea: Daejeon		non_saline_candidate	
GCF_003047025.1	Bacillus velezensis	Complete Genome	current	3893071	1	SAMN08826800	soil	Korea: Daejeon		non_saline_candidate	
GCF_003047045.1	Bacillus velezensis	Complete Genome	current	3893029	1	SAMN08826802	soil	Korea: Daejeon		non_saline_candidate	
GCF_003071465.1	Bacillus velezensis	Complete Genome	current	3975084	1	SAMN06759344	Pepper plant	Korea: Gwangyang Province		non_saline_candidate	
GCF_003150855.1	Bacillus velezensis	Complete Genome	current	3913872	1	SAMN09212893	banana rhizosphere soil	China: Hainan province		non_saline_candidate	
GCF_003285085.1	Bacillus velezensis	Complete Genome	current	4321463	2	SAMN09354865	rhizosphere soil	China		non_saline_candidate	
GCF_003390415.1	Bacillus velezensis	Complete Genome	current	3919798	1	SAMN09759669		China	plant	non_saline_candidate	
GCF_003431885.1	Bacillus velezensis	Complete Genome	current	3929745	1	SAMN04419262	rhizosphere soil of field-grown rice	South Korea: Cheongwon		non_saline_candidate	
GCF_003441635.1	Bacillus velezensis	Chromosome	current	4009999	3	SAMN09856379	soil	USA		non_saline_candidate	
GCF_003546955.1	Bacillus velezensis	Complete Genome	current	3978954	1	SAMN09951221	soil	Belarus: Vileyka District		non_saline_candidate	
GCF_003854915.1	Bacillus velezensis	Complete Genome	current	4141063	1	SAMN10437817	potato rhizosphere	Canada:Delhi		non_saline_candidate	
GCF_003860445.1	Bacillus velezensis	Complete Genome	current	4118468	1	SAMN09475269	rhizosphere soil	China		non_saline_candidate	
GCF_004009895.1	Bacillus velezensis	Scaffold	current	3878921	2	SAMN10491987	root	China:Zhengzhou	Vitis labrusca x Vitis vinifera	non_saline_candidate	
GCF_004101805.1	Bacillus velezensis	Complete Genome	current	3997902	1	SAMN10268423	Mango Ochard	Mexico: Sinaloa	plants	non_saline_candidate	
GCF_004116955.1	Bacillus vallismortis	Complete Genome	current	4286362	1	SAMN08222596	soil	USA		non_saline_candidate	
GCF_004331895.1	Bacillus velezensis	Chromosome	current	3715675	8	SAMN11037194	soil	Iran		non_saline_candidate	
GCF_004799565.1	Bacillus velezensis	Complete Genome	current	3947206	1	SAMN11397814	soil	Brazil: Mato Grosso		non_saline_candidate	
GCF_006489235.1	Bacillus velezensis	Complete Genome	current	3983303	1	SAMN12015793	inner tissues of cotton plant (Gossypium sp.)	Tajikistan: Dushanbe		non_saline_candidate	
GCF_006965525.1	Bacillus velezensis	Complete Genome	current	4063541	1	SAMN08142170	soil of root	China	rice	non_saline_candidate	
GCF_008367895.1	Bacillus velezensis	Complete Genome	current	3915550	1	SAMN12671280	rhizospheric soil of Panax notogensing	China: Yunnan Province		non_saline_candidate	
GCF_008727675.1	Bacillus velezensis	Complete Genome	current	3995978	1	SAMN12784817	soil	China	Bacillus	non_saline_candidate	
GCF_009362235.1	Bacillus velezensis	Complete Genome	current	3929791	1	SAMN12990507	soil	China		non_saline_candidate	
GCF_009738165.1	Bacillus velezensis	Complete Genome	current	4004056	1	SAMN13164714	soil	China:baoding		non_saline_candidate	
GCF_009931675.1	Bacillus velezensis	Complete Genome	current	4050296	1	SAMN13885683	soil	South Korea:Jeong-si		non_saline_candidate	
GCF_010671715.1	Bacillus velezensis	Scaffold	current	3960516	74	SAMN14074146	rhizosphere	Pakistan	Triticum aestivum	non_saline_candidate	
GCF_011100445.1	Bacillus velezensis	Complete Genome	current	3929583	1	SAMN14253886	Citrus rhizosphere soil	China: Jiangxi	soil	non_saline_candidate	
GCF_011769925.1	Bacillus velezensis	Complete Genome	current	3929585	1	SAMN14422846	soil	Belarus		non_saline_candidate	
GCF_012972775.1	Bacillus velezensis	Scaffold	current	4148778	59	SAMN14613775	soil	Brazil: Pocon Pantanal		non_saline_candidate	
GCF_013201135.1	Bacillus velezensis	Complete Genome	current	3929218	1	SAMN14912738	Farmland soils	China: Shenyang, Liaoning		non_saline_candidate	
GCF_013201465.1	Bacillus velezensis	Complete Genome	current	3908940	1	SAMN14978898	Casuarina equisetifolia rhizosphere	China: Zhejiang		non_saline_candidate	
GCF_015845405.1	Bacillus tropicus	Scaffold	current	6178902	114	SAMN03654311	soil	United Kingdom		non_saline_candidate	
GCF_020667855.1	Bacillus tropicus	Scaffold	current	5297566	31	SAMN13258298	rhizosphere soil	India: Himachal Pradesh, Hamirpur, Samlog	cauliflower	non_saline_candidate	
GCF_023159405.1	Bacillus tropicus	Complete Genome	current	5820904	6	SAMN19981404	soil sample	India: New Delhi		non_saline_candidate	
GCF_023824035.1	Bacillus tropicus	Complete Genome	current	5566854	3	SAMN22304410	soil	China		non_saline_candidate	
GCF_023920485.1	Bacillus vallismortis	Chromosome	current	4115091	15	SAMN26182612	root	Russia	Artemisia	non_saline_candidate	
GCF_030166995.1	Bacillus toyonensis	Complete Genome	current	5730405	5	SAMN34374859	warm, humid forested area with dark clay soil, about 15 cm from the trunk of an Encino tree (Quercus glaucoides (5 cm deep))	Mexico: Tepoztlan, Morelos		non_saline_candidate	
GCF_030167035.1	Bacillus toyonensis	Complete Genome	current	5678058	3	SAMN34374892	soil in warm, humid forested area with dark clay soils (5 cm deep)	Mexico: Tepoztlan, Morelos		non_saline_candidate	
GCF_030167055.1	Bacillus toyonensis	Complete Genome	current	5825843	5	SAMN34374896	semidesertic area with dry sandy soils, around 15 cm from the trunk of a lemon tree (5 cm deep)	Mexico: Tehuacan, Puebla		non_saline_candidate	
GCF_031357045.1	Bacillus tropicus	Complete Genome	current	5319187	2	SAMN33748034	soil	South Korea		non_saline_candidate	
GCF_035808955.1	Bacillus vallismortis	Scaffold	current	4084459	56	SAMN33940618	soil	Argentina		non_saline_candidate	
GCF_035810575.1	Bacillus vallismortis	Scaffold	current	3950718	57	SAMN33940525	soil	USA		non_saline_candidate	
GCF_035810595.1	Bacillus vallismortis	Scaffold	current	3818239	44	SAMN33940524	soil	USA		non_saline_candidate	
GCF_036213005.1	Bacillus tropicus	Scaffold	current	5432205	52	SAMN32975035	soil	not collected		non_saline_candidate	
GCF_036217785.1	Bacillus toyonensis	Scaffold	current	5952707	102	SAMN32974788	soil	South Korea		non_saline_candidate	
GCF_036218625.1	Bacillus tropicus	Scaffold	current	5634116	155	SAMN32974747	soil	not collected		non_saline_candidate	
GCF_036219105.1	Bacillus toyonensis	Scaffold	current	6052079	95	SAMN32974716	soil	Australia		non_saline_candidate	
GCF_040784915.1	Bacillus vallismortis	Complete Genome	current	4251766	1	SAMN42317403	soil	China: Shangdong		non_saline_candidate	
GCF_040813755.2	Bacillus toyonensis biovar Thuringiensis	Complete Genome	current	6339159	8	SAMN39003094	soil	Argentina	not applicable	non_saline_candidate	
GCF_050457525.1	Bacillus tropicus	Scaffold	current	5237425	126	SAMN41009399	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_050457645.1	Bacillus toyonensis	Scaffold	current	5638569	77	SAMN41009393	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_050457865.1	Bacillus tropicus	Scaffold	current	5228786	44	SAMN41009382	soil	India: Ganges Delta		non_saline_candidate	
GCF_050457885.1	Bacillus tropicus	Scaffold	current	5258793	41	SAMN41009381	soil	India: Ganges Delta		non_saline_candidate	
GCF_050457905.1	Bacillus tropicus	Scaffold	current	5252884	34	SAMN41009380	soil	India: Ganges Delta		non_saline_candidate	
GCF_050457925.1	Bacillus tropicus	Scaffold	current	5768130	63	SAMN41009379	soil	India: Ganges Delta		non_saline_candidate	
GCF_050457965.1	Bacillus toyonensis	Scaffold	current	6090364	114	SAMN41009377	soil	Greenland		non_saline_candidate	
GCF_050458065.1	Bacillus tropicus	Scaffold	current	5678775	54	SAMN41009372	soil	Trinidad and Tobago: Trinidad, Port of Spain		non_saline_candidate	
GCF_050458425.1	Bacillus toyonensis	Scaffold	current	6089037	108	SAMN41009354	soil	Grenada		non_saline_candidate	
GCF_050458445.1	Bacillus toyonensis	Scaffold	current	6086551	114	SAMN41009353	soil	Grenada		non_saline_candidate	
GCF_050458485.1	Bacillus tropicus	Scaffold	current	5685216	58	SAMN41009348	soil	Grenada		non_saline_candidate	
GCF_050458545.1	Bacillus tropicus	Scaffold	current	5681528	58	SAMN41009347	soil	Trinidad and Tobago: Trinidad, Port of Spain		non_saline_candidate	
GCF_054072025.1	Bacillus toyonensis	Complete Genome	current	6283741	4	SAMN53760328	soil	China: Anhui, Huaibei, Xiangshan		non_saline_candidate	
GCF_056237735.1	Bacillus tropicus	Complete Genome	current	5145248	1	SAMN50521510	soil	USA: Brookings, South Dakota	wheat	non_saline_candidate	
GCF_013285085.2	Bacillus velezensis	Complete Genome	current	3916868	1	SAMN15012571	black pepper plant root	Viet Nam: Chu Se, Gia Lai	black pepper plant	non_saline_candidate	
GCF_013401395.2	Bacillus velezensis	Complete Genome	current	4003884	2	SAMN13256649	soil	Brazil: Parana		non_saline_candidate	
GCF_013694265.1	Bacillus velezensis	Complete Genome	current	3917533	1	SAMN15484393	Amazonic soil	Brazil: Roraima		non_saline_candidate	
GCF_013701805.1	Bacillus velezensis	Complete Genome	current	3927799	1	SAMN15293208	soil	China: Xingtai, Hebei		non_saline_candidate	
GCF_014180705.2	Bacillus velezensis	Complete Genome	current	4141240	1	SAMN15395675	soil	South Korea:Yangyang-gun		non_saline_candidate	
GCF_014211995.1	Bacillus velezensis	Complete Genome	current	3894648	1	SAMN15755127	rhizosphere of cotton	China:Xinjiang Province		non_saline_candidate	
GCF_014495825.1	Bacillus velezensis	Complete Genome	current	4068479	1	SAMN15947555	rhizosphere soil	China: Beijing		non_saline_candidate	
GCF_014622705.1	Bacillus velezensis	Complete Genome	current	3929800	1	SAMN15944840	soil	China:Beijing		non_saline_candidate	
GCF_014706595.1	Bacillus velezensis	Complete Genome	current	3969447	1	SAMN13111910	soil	South Korea	ginseng	non_saline_candidate	
GCF_016766595.1	Bacillus velezensis	Complete Genome	current	3940023	1	SAMN17306585	rhizosphere soil	China: Guizhou	tobacco	non_saline_candidate	
GCF_016772025.1	Bacillus velezensis	Scaffold	current	4047570	8	SAMN16949412	roots, endophytic	Greece: Spata	Salvia fruticosa	non_saline_candidate	
GCF_016834435.1	Bacillus velezensis	Complete Genome	current	4011788	1	SAMN17620320	rhizosphere soil	China: Guizhou	pepper	non_saline_candidate	
GCF_017599365.1	Bacillus velezensis	Scaffold	current	4113266	24	SAMN18386958	soil	Pakistan: Thal Desert		non_saline_candidate	
GCF_018143035.1	Bacillus velezensis	Scaffold	current	3878197	37	SAMN06628692	soil used for soybean agriculture	China: Heilongjiang, Harbin	not applicable	non_saline_candidate	
GCF_018223705.1	Bacillus velezensis	Complete Genome	current	3914314	1	SAMN18838141		China:Chifeng	soil	non_saline_candidate	
GCF_018732185.1	Bacillus velezensis	Complete Genome	current	4085407	1	SAMN19471376	soil	China:Inner Mongolia		non_saline_candidate	
GCF_018771665.1	Bacillus velezensis	Complete Genome	current	4182261	1	SAMN19489369	soil	Iran: Hamedan	Solanum tuberosum	non_saline_candidate	
GCF_018771705.1	Bacillus velezensis	Complete Genome	current	4132553	2	SAMN19490066	soil	Iran	Solanum lycopersicum	non_saline_candidate	
GCF_019163475.1	Bacillus velezensis	Complete Genome	current	3973236	1	SAMN19079027	tomato rhizosphere soil	China: Heilongjiang Province	missing	non_saline_candidate	
