Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_025660425.1	Bacillus velezensis	Contig	current	4016758	52	SAMN31133207		Thailand:Chiang Mai		uncertain	
GCF_025728235.1	Bacillus velezensis	Contig	current	3973595	62	SAMN31170979	doenjang-meju	South Korea: Seoul		uncertain	
GCF_025753225.1	Bacillus velezensis	Scaffold	current	4189365	33	SAMN31248478		Brazil: Rio Grande do Sul	Eucalyptus	uncertain	
GCF_025758105.1	Bacillus velezensis	Complete Genome	current	3902562	1	SAMN31143193	distillers' solubles	China:Jiangsu		uncertain	
GCF_025792155.1	Bacillus velezensis	Contig	current	4496474	98	SAMN31310229		India: Calcutta	Rhodotorula mucilaginosa JGTA-S1	uncertain	
GCF_025837135.1	Bacillus velezensis	Complete Genome	current	3925520	1	SAMN31249786		China: Yangzhou	Macrobrachium nipponense	uncertain	
GCF_025857215.1	Bacillus velezensis	Complete Genome	current	4035016	1	SAMN30498090	Isolation from the rhizosphere of bok choy	China: Hangzhou		non_saline_candidate	
GCF_025914055.1	Bacillus velezensis	Complete Genome	current	3929791	1	SAMN31309488	soil	China:Guangzhou		non_saline_candidate	
GCF_025917635.1	Bacillus velezensis	Complete Genome	current	4237170	1	SAMN21399633	leaf	China: Guizhou	honeysuckle	uncertain	
GCF_026066495.1	Bacillus velezensis	Contig	current	3887320	13	SAMN20605961	Garden soil	India: Maharashtra		non_saline_candidate	
GCF_026156315.1	Bacillus velezensis	Scaffold	current	3906571	38	SAMN28557231	Isolated from commercial product	Unknown	Unknown	uncertain	
GCF_026156365.1	Bacillus velezensis	Contig	current	3989402	29	SAMN28557228	Isolated from commercial product	Unknown	Unknown	uncertain	
GCF_026156375.1	Bacillus velezensis	Contig	current	3864250	26	SAMN28557230	Isolated from commercial product	Unknown	Unknown	uncertain	
GCF_026156405.1	Bacillus velezensis	Contig	current	3885213	18	SAMN28557229	Cocoa	Malaysia	Unknown	uncertain	
GCF_026156445.1	Bacillus velezensis	Contig	current	4196413	26	SAMN28557227	Isolated from commercial product	Unknown	Unknown	uncertain	
GCF_026156465.1	Bacillus velezensis	Contig	current	4128825	31	SAMN28557226	Isolated from commercial product	Unknown	Unknown	uncertain	
GCF_026194235.1	Bacillus velezensis	Contig	current	4140671	2	SAMN31496115	rhizosphere	not applicable	Panax ginseng	non_saline_candidate	
GCF_026210635.1	Bacillus velezensis	Complete Genome	current	3929247	1	SAMN29059448	soil	China: Beijing, Yanqing District		non_saline_candidate	
GCF_026240675.1	Bacillus velezensis	Complete Genome	current	3929781	1	SAMN31269340	soil	China:Shanghai		non_saline_candidate	
GCF_026241745.1	Bacillus velezensis	Scaffold	current	4016820	45	SAMN31675477	Navel orange rhizosphere soil	China:JiangXi		non_saline_candidate	
GCF_026242165.1	Bacillus velezensis	Contig	current	3876138	17	SAMN31737258	seed	China:Harbin		uncertain	
GCF_026254485.1	Bacillus velezensis	Complete Genome	current	3929939	1	SAMN31676085		China:Wuhan	Tachysurus fulvidraco	uncertain	
GCF_026275485.1	Bacillus velezensis	Scaffold	current	3974004	17	SAMN31737087	seed	China:Harbin		uncertain	
GCF_026620225.1	Bacillus velezensis	Contig	current	4324440	21	SAMN21900522	oil reservoir	Atlantic Ocean: Santos Basin		uncertain	
GCF_026786545.1	Bacillus velezensis	Scaffold	current	3971351	46	SAMN25520154	not collected	USA: Phoenix	not collected	uncertain	
GCF_026787705.1	Bacillus velezensis	Scaffold	current	4101015	48	SAMN25843163	soil	France: Col du Grand Saint Bernard		non_saline_candidate	
GCF_026793975.1	Bacillus velezensis	Scaffold	current	3990893	40	SAMN27675070		not collected	Hymenoptera	uncertain	
GCF_026898175.1	Bacillus velezensis	Complete Genome	current	3929735	1	SAMN32041259		China: Yangling, Shaanxi	grass carp	uncertain	
GCF_027568455.1	Bacillus velezensis	Contig	current	4022929	18	SAMN30158560	feces	China	bat	exclude_review	feces
GCF_027594525.1	Bacillus velezensis	Complete Genome	current	3820102	1	SAMN32359140	pickled cucumber	South Korea: Incheon	Cucumis sativus	uncertain	
GCF_027625395.1	Bacillus velezensis	Complete Genome	current	3973229	1	SAMN32411915	shrimp culture ponds	China:Qingdao		uncertain	
GCF_027663005.1	Bacillus velezensis	Scaffold	current	3888719	29	SAMN31808505		China: Shenzhen	Homo sapiens	uncertain	
GCF_027668475.1	Bacillus velezensis	Scaffold	current	3910462	20	SAMN31809204		China: Shenzhen	Homo sapiens	uncertain	
GCF_027677975.1	Bacillus velezensis	Scaffold	current	4232860	72	SAMN31809406		China: Shenzhen	Homo sapiens	uncertain	
GCF_027857035.1	Bacillus velezensis	Complete Genome	current	4006887	2	SAMN32527832	stem	China		uncertain	
GCF_027942355.1	Bacillus velezensis	Complete Genome	current	4025330	1	SAMN32670461	Cheonggukjang	South Korea:Sunchang		uncertain	
GCF_027942415.1	Bacillus velezensis	Complete Genome	current	4032295	1	SAMN32670464	Gochujang	South Korea:Sunchang		uncertain	
GCF_027942435.1	Bacillus velezensis	Complete Genome	current	4246057	2	SAMN32670510	Ganjang	South Korea:Sunchang		uncertain	
GCF_028369255.1	Bacillus velezensis	Contig	current	3890275	25	SAMN32289023	cecum contents	China: Beijing	Gallus	uncertain	
GCF_028609625.1	Bacillus velezensis	Complete Genome	current	4023064	1	SAMN27867980		China: Nanjing	Potato tuber	uncertain	
GCF_028614035.1	Bacillus velezensis	Contig	current	4034157	16	SAMN32184714	soil	South Korea: Gokseong-gun		non_saline_candidate	
GCF_028736915.1	Bacillus velezensis	Contig	current	4017458	32	SAMN33188626		USA: Philadelphia	Mus musculus	uncertain	
GCF_028752855.1	Bacillus velezensis	Chromosome	current	3904600	21	SAMN23481428		India: Diphu, Assam		uncertain	
GCF_028885375.1	Bacillus velezensis	Complete Genome	current	3964910	1	SAMN33330984	The wooden block of Qingdao Sea ship	China		uncertain	
GCF_028891425.1	Bacillus velezensis	Complete Genome	current	4237244	1	SAMN33361221	missing	China:Guizhou		uncertain	
GCF_029016665.1	Bacillus velezensis	Complete Genome	current	4032733	1	SAMN33247801	Pepper leaves	China: Beijing	Pepper	uncertain	
GCF_029025045.1	Bacillus velezensis	Complete Genome	current	4371975	1	SAMN33421462	Huang hai sea mud	China:Yellow sea		uncertain	
GCF_029193855.1	Bacillus velezensis	Scaffold	current	3887021	222	SAMN33633368		China: Nanjing	wheat	uncertain	
GCF_029215565.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN33580359	seed	China:QiQiHar	missing	uncertain	
GCF_029215735.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN33590389	Healthy piglet	China: Hubei		uncertain	
GCF_029269515.1	Bacillus velezensis	Contig	current	3950092	14	SAMN33696728		missing		uncertain	
GCF_029269575.1	Bacillus velezensis	Contig	current	3950145	15	SAMN33696655		missing		uncertain	
GCF_029282585.1	Bacillus velezensis	Complete Genome	current	4296610	1	SAMN33451486	rhizosphere soil of corn crops	Mexico		non_saline_candidate	
GCF_029371985.1	Bacillus velezensis	Complete Genome	current	3850373	1	SAMN30225127	cocumber kimchi	South Korea: Incheon		uncertain	
GCF_029504255.1	Bacillus velezensis	Contig	current	3959738	1	SAMN31439201	missing	USA: River Falls, WI	not applicable	uncertain	
GCF_029537215.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN33764263		Not applicable	Wheat	uncertain	
GCF_029542425.1	Bacillus velezensis	Complete Genome	current	4371985	1	SAMN33591006	mud of the Nanhai Sea	China		uncertain	
GCF_029589045.1	Bacillus velezensis	Contig	current	3885044	53	SAMN33977572	soil	China: Hainan Province	banana	non_saline_candidate	
GCF_029636745.1	Bacillus velezensis	Complete Genome	current	4173761	2	SAMN32945705		China: Fuzhou	Raphanus sativus L seed	uncertain	
GCF_029636825.1	Bacillus velezensis	Complete Genome	current	3938841	1	SAMN17100621	Korean radish salad	South Korea: Seoul		uncertain	
GCF_029636845.1	Bacillus velezensis	Complete Genome	current	4293099	1	SAMN17101452	Seokbakji	South Korea: Seoul		uncertain	
GCF_029636965.1	Bacillus velezensis	Complete Genome	current	4251504	1	SAMN17101818	Seokbakji	South Korea: Seoul		uncertain	
GCF_029637325.1	Bacillus velezensis	Complete Genome	current	4093576	2	SAMN17101424	Soy sauce	South Korea: Gyeonggi-do		uncertain	
GCF_029677665.1	Bacillus velezensis	Complete Genome	current	3953810	1	SAMN26148624		China:Sugarcane Research Institute of Yunnan Agricultural University	sugarcane	uncertain	
GCF_029688985.1	Bacillus velezensis	Scaffold	current	3891665	11	SAMN34089981	soil	China: Shenyang		non_saline_candidate	
GCF_029691445.1	Bacillus velezensis	Complete Genome	current	3976514	1	SAMN34073820	Mangrove Sea	China:Qinzhou		saline_candidate	mangrove
GCF_029834585.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN34066145	soil	China:Hubei		non_saline_candidate	
GCF_029846455.1	Bacillus velezensis	Scaffold	current	4071225	43	SAMN34136143	muskmelon rhizosphere	China: JiangSu		non_saline_candidate	
GCF_029857035.1	Bacillus velezensis	Complete Genome	current	4107161	1	SAMN33591762	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029857075.1	Bacillus velezensis	Complete Genome	current	4091843	1	SAMN33591758	Kantong	Ghana: Nyankpala site 2		uncertain	
GCF_029857085.1	Bacillus velezensis	Complete Genome	current	4170968	3	SAMN33591765	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029857135.1	Bacillus velezensis	Contig	current	4364639	3	SAMN33591753	Kantong	Ghana: Nyankpala site 2		uncertain	
GCF_029857175.2	Bacillus velezensis	Complete Genome	current	4163828	1	SAMN33591740	Kantong	Ghana: Nyankpala site 1		uncertain	
GCF_029857295.1	Bacillus velezensis	Contig	current	4377468	3	SAMN33591719	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029857355.2	Bacillus velezensis	Chromosome	current	4002937	1	SAMN33591716	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029857375.1	Bacillus velezensis	Chromosome	current	4406564	10	SAMN33591715	Kantong	Ghana: Navrongo site 3		uncertain	
GCF_029866825.1	Bacillus velezensis	Complete Genome	current	4203336	2	SAMN32949497		China: Jiangshu	Crotalaria pallida	uncertain	
GCF_029888065.1	Bacillus velezensis	Contig	current	3860972	22	SAMN34275988	rhizosperic soil	Romania: Iasi	Zea mays	non_saline_candidate	
GCF_029910295.1	Bacillus velezensis	Complete Genome	current	4068809	2	SAMN32949359	leaves	China: Xia Pu	Solanum tuberosum L	uncertain	
GCF_030028115.1	Bacillus velezensis	Complete Genome	current	4221588	2	SAMN34728625	intestinal	China	black bass	uncertain	
GCF_030028255.1	Bacillus velezensis	Complete Genome	current	3858300	1	SAMN35003787	rhizosphere	China: Yunnan province	maize	non_saline_candidate	
GCF_030028335.1	Bacillus velezensis	Complete Genome	current	4078641	1	SAMN35005763	soil	China:hainan		non_saline_candidate	
GCF_030053675.1	Bacillus velezensis	Complete Genome	current	3929788	1	SAMN34728613	Sichuan Agricultural University	China:Sichuan Agricultural University, Chengdu	tibetan sheep	uncertain	
GCF_030053815.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN35054919	soil	China:Harbin		non_saline_candidate	
GCF_030123285.1	Bacillus velezensis	Complete Genome	current	4002233	1	SAMN34374909	grassland soil attached to a mushroom	Denmark: Birkeroed		non_saline_candidate	
GCF_030123305.1	Bacillus velezensis	Complete Genome	current	3929586	1	SAMN34375025	rhizosphere soil	China: Neijiang, Sichuan Province		non_saline_candidate	
GCF_030127405.1	Bacillus velezensis	Complete Genome	current	4056755	1	SAMN35178262		China: Handan	tomato	uncertain	
GCF_030176975.1	Bacillus velezensis	Contig	current	3972814	6	SAMN34374856	cold and windy area with dry gravely dark soils (5 cm deep, characterized by having a low depth of soil before hitting a layer of rock)	Mexico: Canada de Morelos, Puebla		non_saline_candidate	
GCF_030252385.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN35566365	rhizosphere	China: Jiangsu		non_saline_candidate	
GCF_030263995.1	Bacillus velezensis	Chromosome	current	3987795	1	SAMN35538394	human feces	Italy		exclude_review	human;feces
GCF_030264255.1	Bacillus velezensis	Complete Genome	current	3929584	1	SAMN35619418	intestine	China:Hefei	Procambarus clarkii	uncertain	
GCF_030284665.1	Bacillus velezensis	Scaffold	current	4081504	16	SAMN35683875	rhizosphere	Bulgaria	Oryza sativa	non_saline_candidate	
GCF_030291255.1	Bacillus velezensis	Complete Genome	current	3954988	1	SAMN29376856	soil	Brazil: Italva, Rio de Janeiro		non_saline_candidate	
GCF_030348305.1	Bacillus velezensis	Contig	current	3945250	5	SAMN34375034	rhizosphere soil	China: Taizhou, Jiangsu Province		non_saline_candidate	
GCF_030348465.1	Bacillus velezensis	Contig	current	4171021	4	SAMN34374910	grassland soil attached to a mushroom	Denmark: Birkeroed		non_saline_candidate	
GCF_030369935.1	Bacillus velezensis	Complete Genome	current	4243763	1	SAMN35796696	Doenjang	South Korea:Muan		uncertain	
GCF_030369955.1	Bacillus velezensis	Complete Genome	current	4012168	1	SAMN35796697	Doenjang	South Korea:Boseong		uncertain	
GCF_030374105.1	Bacillus velezensis	Complete Genome	current	4138878	1	SAMN35796816	Doenjang	South Korea:Yeongam		uncertain	
GCF_030378485.1	Bacillus velezensis	Complete Genome	current	4181346	1	SAMN35788485	Healthy tobacco rhizosphere soil	China:Lijiang	Tobacco	non_saline_candidate	
GCF_030406645.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36015184	Bos taurus feces	South Korea:Buyeo		exclude_review	feces
GCF_030412955.1	Bacillus velezensis	Contig	current	3977201	31	SAMN36070984	Contaminante	Brazil: Londrina		uncertain	
GCF_030444515.1	Bacillus velezensis	Complete Genome	current	3891780	1	SAMN33285327	Humic Soil	not collected	missing	non_saline_candidate	
GCF_030506345.1	Bacillus velezensis	Complete Genome	current	3888339	1	SAMN35524455		China:Beijing	pig	uncertain	
GCF_030516885.1	Bacillus velezensis	Complete Genome	current	3942829	1	SAMN19771168	Jiuqu	China:Henan		uncertain	
GCF_030517005.1	Bacillus velezensis	Complete Genome	current	3929791	1	SAMN29325373		South Korea: Jeju island, Hamdeok beach	Seawater	saline_candidate	seawater
GCF_030517045.1	Bacillus velezensis	Complete Genome	current	3929788	1	SAMN29325374		South Korea: Jeju island, Hamdeok beach	Seawater	saline_candidate	seawater
GCF_030518635.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36459674	soil	China: Nanchang		non_saline_candidate	
GCF_030520225.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36504918	Bos taurus feces	South Korea:Buyeo		exclude_review	feces
GCF_030544925.1	Bacillus velezensis	Complete Genome	current	3964552	2	SAMN34340173	leaves of tomatoes	missing	tomato	uncertain	
GCF_030550855.1	Bacillus velezensis	Contig	current	4252682	98	SAMN36407594	endophyte	Brazil	Senega paniculata	uncertain	
GCF_030676595.1	Bacillus velezensis	Scaffold	current	3997051	55	SAMN36791029	ear	Brazil: MG, Sete Lagoas	Zea mays	uncertain	
GCF_030676695.1	Bacillus velezensis	Scaffold	current	4012630	27	SAMN36791031	ear	Brazil: MG, Sete Lagoas	Zea mays	uncertain	
GCF_030676795.1	Bacillus velezensis	Scaffold	current	4012827	27	SAMN36791028	Seed	Brazil: MG, Sete Lagoas	Sorghum bicolor	uncertain	
GCF_030704265.1	Bacillus velezensis	Complete Genome	current	3980773	1	SAMN36797137	healthy cucumber rhizosphere soil.	China: Beiwang Village, Luolong District, Luoyang City, Henan Province	Cucumis sativus L.	non_saline_candidate	
GCF_030758055.1	Bacillus velezensis	Contig	current	4176782	38	SAMN34209722		India: Vizhinjam, Kerala	Canistrocarpus cervicornis	uncertain	
GCF_030758075.1	Bacillus velezensis	Contig	current	4176473	45	SAMN34209755		India: Vizhinjam, Kerala	Turbinaria conoides	uncertain	
GCF_030767245.1	Bacillus velezensis	Contig	current	3989572	19	SAMN35538382	feces	Italy	Homo sapiens	exclude_review	feces
GCF_030846325.1	Bacillus velezensis	Contig	current	3898349	26	SAMN36954949	Chicken wet dropping	India: Edathrinji, District Thrissur, Kerala		uncertain	
GCF_030979955.1	Bacillus velezensis	Complete Genome	current	3929784	1	SAMN37118174	lake sediment	China: Wuhan		uncertain	
GCF_031118725.1	Bacillus velezensis	Scaffold	current	3919106	13	SAMN37190764	rhizosphere soil	South Africa	Zea mays	non_saline_candidate	
GCF_031118995.1	Bacillus velezensis	Scaffold	current	3892069	12	SAMN37190995	soil	China: Altay City, Xinjiang Uygur Autonomous Region		non_saline_candidate	
GCF_031157515.1	Bacillus velezensis	Contig	current	3963645	22	SAMN37209281	Agricultural farm soil	India: Maharashtra		non_saline_candidate	
GCF_031194925.1	Bacillus velezensis	Scaffold	current	3947238	29	SAMN37195270		USA: Thompson trail, Siena College campus, Loudonville, New York		uncertain	
GCF_031198205.1	Bacillus velezensis	Contig	current	3890818	13	SAMN37220560	Agricultural farm soil	India: Maharashtra		non_saline_candidate	
GCF_031308755.1	Bacillus velezensis	Complete Genome	current	3929698	1	SAMN36005331	soil	China:Hebei		non_saline_candidate	
GCF_031324265.1	Bacillus velezensis	Contig	current	4109255	16	SAMN34375008	rhizosphere soil	China: Dongying, Shangdong Province		non_saline_candidate	
GCF_031344975.1	Bacillus velezensis	Complete Genome	current	4237216	1	SAMN37277514	soil metagenome	China:Guizhou	Ginger	non_saline_candidate	
GCF_031460235.1	Bacillus velezensis	Scaffold	current	3935018	24	SAMN37321166	rhizosphere soil	South Africa	Zea mays	non_saline_candidate	
GCF_031851705.1	Bacillus velezensis	Complete Genome	current	4165730	1	SAMN37377067		China:hangzhou	Rice	uncertain	
GCF_031883715.1	Bacillus velezensis	Complete Genome	current	4116231	1	SAMN37176097	rhizosphere of rice, pepper, cucumber, tomato	South Korea	missing	non_saline_candidate	
GCF_032254155.1	Bacillus velezensis	Complete Genome	current	4222248	2	SAMN37354575	water	China: Xiangshan Harbor		uncertain	
GCF_032291985.1	Bacillus velezensis	Complete Genome	current	4143654	2	SAMN37527114	root	South Korea	Ipomoea batatas	non_saline_candidate	
GCF_032670465.1	Bacillus velezensis	Contig	current	3911087	17	SAMN37322363	soil	Thailand		non_saline_candidate	
GCF_032686825.1	Bacillus velezensis	Scaffold	current	3891724	12	SAMN37688149	soil	China		non_saline_candidate	
GCF_032841655.1	Bacillus velezensis	Contig	current	4020327	40	SAMN37609396	soil	Tunisia		non_saline_candidate	
GCF_032878835.1	Bacillus velezensis	Complete Genome	current	3929492	1	SAMN30999238		China:Baoding	chicken	uncertain	
GCF_033022835.1	Bacillus velezensis	Scaffold	current	3974499	14	SAMN37828465	cornfield	China		uncertain	
GCF_033170175.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN37883768	orchard soil	China		non_saline_candidate	
GCF_033170215.1	Bacillus velezensis	Complete Genome	current	3914159	1	SAMN37914558		China: Guizhou province	grass carp	uncertain	
GCF_033313945.1	Bacillus velezensis	Contig	current	4163288	15	SAMN13160259	food	Not applicable		exclude_review	food
GCF_033547015.1	Bacillus velezensis	Complete Genome	current	4014215	1	SAMN38095142	contaminative palte	China:Beijing	missing	uncertain	
GCF_033547055.1	Bacillus velezensis	Complete Genome	current	4283756	1	SAMN38103670	soil	China:Taian		non_saline_candidate	
GCF_033798645.1	Bacillus velezensis	Chromosome	current	4027139	1	SAMN38145391	Potato rhizosphere	Colombia:Cundinamarca		non_saline_candidate	
GCF_033808435.1	Bacillus velezensis	Complete Genome	current	4064612	1	SAMN38171755	soil	South Korea: Gyeongsangbuk-do, Sangju-si		non_saline_candidate	
GCF_033809795.1	Bacillus velezensis	Complete Genome	current	4000699	1	SAMN38109483	deep sea sediment	Pacific Ocean		uncertain	
GCF_033903305.2	Bacillus velezensis	Complete Genome	current	4101186	2	SAMN38062993	Solid culture medium	Tunisia: Sfax		uncertain	
GCF_033949375.1	Bacillus velezensis	Scaffold	current	3956613	51	SAMN37927805	leaves with blight lesions	Argentina: Cordoba province, fields at Chucul and Vicuna Mackenna	Zea mays L	uncertain	
GCF_033949505.2	Bacillus velezensis	Complete Genome	current	4101186	2	SAMN38080784	Bacterial culture medium	Tunisia: Sfax		uncertain	
GCF_033952305.2	Bacillus velezensis	Complete Genome	current	4118826	2	SAMN38082403	Bacterial culture medium	Tunisia: Sfax		uncertain	
GCF_033952365.2	Bacillus velezensis	Complete Genome	current	4119416	2	SAMN38081128	Bacterial culture medium	Tunisia: Sfax		uncertain	
GCF_033963945.1	Bacillus velezensis	Contig	current	3882010	18	SAMN38339309		Cuba: Villa Clara		uncertain	
GCF_034060585.1	Bacillus velezensis	Complete Genome	current	3984866	1	SAMN38257321	rhizosphere soil of schefflera heptaphylla	China:Yunnan		non_saline_candidate	
GCF_034061945.1	Bacillus velezensis	Complete Genome	current	4046066	1	SAMN38258329	rhizosphere soil of schefflera heptaphylla	China:Yunnan		non_saline_candidate	
GCF_034554755.1	Bacillus velezensis	Complete Genome	current	4043200	1	SAMN38583043	soil	China:Lijiang	Tobacco	non_saline_candidate	
GCF_034555015.1	Bacillus velezensis	Scaffold	current	4178377	22	SAMN38850845	olein waste	Argentina: San Lorenzo department		uncertain	
GCF_034721835.1	Bacillus velezensis	Contig	current	3890479	13	SAMN38250093		Ecuador: Santa Elena	Penaeus vannamei	uncertain	
GCF_034933705.1	Bacillus velezensis	Contig	current	4174662	438	SAMN39139965	soil	China: Huazhong Agricultural University, Shizishan Street, Wuhan, Hubei 430070		non_saline_candidate	
GCF_035322745.1	Bacillus velezensis	Complete Genome	current	4140042	1	SAMN38771631	deep-sea sediments	Pacific Ocean		uncertain	
GCF_035481555.1	Bacillus velezensis	Contig	current	3947698	31	SAMN39250459	environmental	India:Udupi		uncertain	
GCF_035616095.1	Bacillus velezensis	Contig	current	3892551	71	SAMN31418632	Probiotic products	China:Guangzhou		uncertain	
GCF_035621735.1	Bacillus velezensis	Complete Genome	current	4035389	1	SAMN39201966		Mexico: Yucatn Peninsula		uncertain	
GCF_035621755.1	Bacillus velezensis	Complete Genome	current	4254835	1	SAMN39201965		Mexico: Yucatn Peninsula		uncertain	
GCF_035621775.1	Bacillus velezensis	Complete Genome	current	4014887	1	SAMN39201967		Mexico: Yucatn Peninsula		uncertain	
GCF_035658255.2	Bacillus velezensis	Complete Genome	current	3929793	1	SAMN39242981	Citrus leaf	China: Renhua County		uncertain	
GCF_035804535.1	Bacillus velezensis	Scaffold	current	4054200	32	SAMN33940181	not collected	not collected		uncertain	
GCF_035804695.1	Bacillus velezensis	Contig	current	4354513	99	SAMN33940178	not collected	not collected		uncertain	
GCF_035804735.1	Bacillus velezensis	Scaffold	current	4255802	70	SAMN33940173	not collected	not collected		uncertain	
GCF_035804795.1	Bacillus velezensis	Contig	current	4083484	33	SAMN33940170	not collected	not collected		uncertain	
GCF_035804895.1	Bacillus velezensis	Scaffold	current	4048498	41	SAMN33940163	not collected	not collected		uncertain	
GCF_035807365.1	Bacillus velezensis	Scaffold	current	3854871	19	SAMN33940700	not collected	USA		uncertain	
GCF_035807455.1	Bacillus velezensis	Scaffold	current	4198118	27	SAMN33940694	Zeamays - seed	USA		uncertain	
GCF_035807475.1	Bacillus velezensis	Scaffold	current	3892173	11	SAMN33940692	manure	USA		uncertain	
GCF_035807495.1	Bacillus velezensis	Scaffold	current	3893554	13	SAMN33940693	manure	USA		uncertain	
GCF_035807655.1	Bacillus velezensis	Scaffold	current	3921553	38	SAMN33940685	not collected	not collected		uncertain	
GCF_035807675.1	Bacillus velezensis	Scaffold	current	3920603	37	SAMN33940684	not collected	not collected		uncertain	
GCF_035807685.1	Bacillus velezensis	Contig	current	3870499	24	SAMN33940681	not collected	not collected		uncertain	
GCF_035807795.1	Bacillus velezensis	Scaffold	current	3927075	28	SAMN33940678	Lilium longiflorum bulbs	USA		uncertain	
GCF_035807835.1	Bacillus velezensis	Contig	current	3868919	26	SAMN33940677	not collected	not collected		uncertain	
GCF_035808035.1	Bacillus velezensis	Scaffold	current	3956781	29	SAMN33940666	agave root	India		non_saline_candidate	
GCF_035808075.1	Bacillus velezensis	Scaffold	current	3892229	12	SAMN33940664	Rice rhisosphere soil	not collected		non_saline_candidate	
GCF_035809275.1	Bacillus velezensis	Scaffold	current	3875780	35	SAMN33940589	cigarette, Viceroy brand	USA		uncertain	
GCF_035809335.1	Bacillus velezensis	Scaffold	current	3925459	34	SAMN33940587	cigarette, Pine brand	South Korea		uncertain	
GCF_035809355.1	Bacillus velezensis	Scaffold	current	3997353	40	SAMN33940588	cigarette, Pine brand	South Korea		uncertain	
GCF_035809415.1	Bacillus velezensis	Scaffold	current	3942947	30	SAMN33940584	cigarette, Hamurabi brand	not collected		uncertain	
GCF_035809515.1	Bacillus velezensis	Scaffold	current	3946638	23	SAMN33940578	cigarette, Marlboro brand	USA		uncertain	
GCF_035809535.1	Bacillus velezensis	Scaffold	current	3880127	23	SAMN33940579	cigarette, Andalus brand	not collected		uncertain	
GCF_035809595.1	Bacillus velezensis	Scaffold	current	4065115	25	SAMN33940576	tobacco	not collected		uncertain	
GCF_035811195.1	Bacillus velezensis	Contig	current	3974636	25	SAMN33940495	soil	not collected		non_saline_candidate	
GCF_035811615.1	Bacillus velezensis	Scaffold	current	4120935	48	SAMN33940473	not collected	not collected		uncertain	
GCF_035811815.1	Bacillus velezensis	Scaffold	current	3909765	81	SAMN33940462	not collected	not collected		uncertain	
GCF_035811855.1	Bacillus velezensis	Scaffold	current	4119802	48	SAMN33940461	retting jute	not collected		uncertain	
GCF_035811875.1	Bacillus velezensis	Scaffold	current	3907473	41	SAMN33940460	spoiled food	not collected		exclude_review	food
GCF_035812155.1	Bacillus velezensis	Scaffold	current	4086326	38	SAMN33940446	ground black pepper	USA		uncertain	
GCF_035812195.1	Bacillus velezensis	Scaffold	current	4089317	30	SAMN33940445	ground black pepper	USA		uncertain	
GCF_035812735.1	Bacillus velezensis	Scaffold	current	3935645	115	SAMN33940415	not collected	not collected		uncertain	
GCF_035813155.1	Bacillus velezensis	Scaffold	current	4117799	47	SAMN33940393	not collected	not collected		uncertain	
GCF_035813195.1	Bacillus velezensis	Scaffold	current	4122795	36	SAMN33940392	not collected	not collected		uncertain	
GCF_035813315.1	Bacillus velezensis	Scaffold	current	4115982	37	SAMN33940384	soil	not collected		non_saline_candidate	
GCF_035813335.1	Bacillus velezensis	Contig	current	3944126	35	SAMN33940383	soil	not collected		non_saline_candidate	
GCF_035813355.1	Bacillus velezensis	Scaffold	current	3939331	155	SAMN33940385	not collected	not collected		uncertain	
GCF_035813375.1	Bacillus velezensis	Scaffold	current	3961798	64	SAMN33940382	soil	not collected		non_saline_candidate	
GCF_035813455.1	Bacillus velezensis	Scaffold	current	4032108	91	SAMN33940378	not collected	not collected		uncertain	
GCF_035813475.1	Bacillus velezensis	Contig	current	3989108	30	SAMN33940377	not collected	not collected		uncertain	
GCF_035813515.1	Bacillus velezensis	Scaffold	current	4083535	45	SAMN33940373	not collected	not collected		uncertain	
GCF_035813575.1	Bacillus velezensis	Scaffold	current	3885824	62	SAMN33940371	not collected	not collected		uncertain	
GCF_035813815.1	Bacillus velezensis	Scaffold	current	3908350	37	SAMN33940359	not collected	not collected		uncertain	
GCF_035813975.1	Bacillus velezensis	Scaffold	current	3942475	224	SAMN33940351	not collected	not collected		uncertain	
GCF_035814015.1	Bacillus velezensis	Scaffold	current	4185701	27	SAMN33940348	not collected	not collected		uncertain	
GCF_035814255.1	Bacillus velezensis	Scaffold	current	4063400	66	SAMN33940337	not collected	not collected		uncertain	
GCF_035814415.1	Bacillus velezensis	Scaffold	current	3993671	64	SAMN33940329	not collected	not collected		uncertain	
