Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_001042485.2	Bacillus paralicheniformis	Contig	current	4520660	39	SAMN03573918	soybean fermentation	South Korea: Cheongwon		exclude_review	fermentation
GCF_005047705.1	Bacillus paralicheniformis	Contig	current	4404722	80	SAMN11381951	fermented food	India:Hyderabad		exclude_review	food
GCF_008368485.1	Bacillus paralicheniformis	Scaffold	current	4277767	49	SAMN10470866	Gergoush (Sudanese Bread snack) primary fermentation step	Sudan		exclude_review	fermentation
GCF_008368495.1	Bacillus paralicheniformis	Scaffold	current	4263786	40	SAMN10470865	Gergoush (Sudanese Bread snack) primary fermentation step	Sudan		exclude_review	fermentation
GCF_009295625.1	Bacillus paralicheniformis	Scaffold	current	4186529	30	SAMN13015320	indegenous indian fermentd foods	India: Himachal Pradesh		exclude_review	food
GCF_009497935.1	Bacillus paralicheniformis	Complete Genome	current	4450636	1	SAMN09935371	feces	China: Hubei	grass carp	exclude_review	feces
GCF_009648955.1	Bacillus paranthracis	Complete Genome	current	5645678	6	SAMN10574728	macaroni and cheese	USA		exclude_review	cheese
GCF_009690855.1	Bacillus paralicheniformis	Contig	current	4209633	49	SAMN13160359	thermized milk	Canada: Ontario		exclude_review	milk
GCF_009690865.1	Bacillus paralicheniformis	Contig	current	4202269	32	SAMN13160358	thermized milk	Canada: Ontario		exclude_review	milk
GCF_009690925.1	Bacillus paralicheniformis	Contig	current	4199728	26	SAMN13160356	cheese	Canada: Ontario		exclude_review	cheese
GCF_009799965.1	Bacillus paranthracis	Complete Genome	current	5673366	4	SAMN13620036	vomit from a food poisoning case	China: Beijing		exclude_review	food
GCF_013357905.1	Bacillus paranthracis	Scaffold	current	5681902	71	SAMN13240933	Peripheral blood	Liberia:Monrovia	Homo sapiens	exclude_review	blood
GCF_018221755.1	Bacillus paranthracis	Contig	current	5487931	130	SAMN08096497	poisoned food	missing		exclude_review	food
GCF_018513785.1	Bacillus paranthracis	Chromosome	current	5269625	504	SAMN17910426	food	Thailand: Narathiwat		exclude_review	food
GCF_018917315.1	Bacillus paralicheniformis	Contig	current	4372207	14	SAMN19374056	feces	China: Suzhou	Macaca fascicularis	exclude_review	feces
GCF_021014465.1	Bacillus paranthracis	Contig	current	5319251	5	SAMN18108454	blood culture	France: Certeil	Homo sapiens	exclude_review	blood
GCF_021654055.1	Bacillus paranthracis	Contig	current	5428769	70	SAMN23039992	Raw milk	China		exclude_review	milk
GCF_022509805.1	Bacillus paranthracis	Scaffold	current	5135275	36	SAMN25182254	feces	Poland	Eumeces schneiderii	exclude_review	feces
GCF_025518445.1	Bacillus paranthracis	Contig	current	5473181	107	SAMN27545690	Milk and dairy products	Italy		exclude_review	milk
GCF_025518515.1	Bacillus paranthracis	Scaffold	current	5390347	120	SAMN27545670	Milk and dairy products	Italy		exclude_review	milk
GCF_025519205.1	Bacillus paranthracis	Scaffold	current	5594580	68	SAMN27545685	Milk and dairy products	Italy		exclude_review	milk
GCF_025519655.1	Bacillus paranthracis	Scaffold	current	5490258	105	SAMN27545651	Milk and dairy products	Italy		exclude_review	milk
GCF_025519705.1	Bacillus paranthracis	Scaffold	current	5605432	125	SAMN27545646	Milk and dairy products	Italy		exclude_review	milk
GCF_028857355.1	Bacillus paralicheniformis	Contig	current	4900371	1046	SAMN32288754	skim milk powder (medium heat)	Ireland		exclude_review	milk
GCF_028857535.1	Bacillus paralicheniformis	Contig	current	4525787	88	SAMN32288745	skim milk powder (medium heat)	Ireland		exclude_review	milk
GCF_028857545.1	Bacillus paralicheniformis	Contig	current	4453827	55	SAMN32288746	skim milk powder (medium heat)	Ireland		exclude_review	milk
GCF_028857555.1	Bacillus paralicheniformis	Contig	current	4436958	57	SAMN32288744	skim milk powder (medium heat)	Ireland		exclude_review	milk
GCF_029477545.1	Bacillus paranthracis	Contig	current	5579428	133	SAMN33794249	Raw bulk milk	Slovenia		exclude_review	milk
GCF_029477985.1	Bacillus paranthracis	Contig	current	5397518	759	SAMN33794230	feces	Slovenia		exclude_review	feces
GCF_029536285.1	Bacillus paranthracis	Contig	current	5792977	482	SAMN33794210	feces	Slovenia		exclude_review	feces
GCF_029536395.1	Bacillus paranthracis	Contig	current	5620787	125	SAMN33794267	feces	Slovenia		exclude_review	feces
GCF_029536425.1	Bacillus paranthracis	Contig	current	5653150	98	SAMN33794244	Milk from the udder of a cow with mastitis	Slovenia		exclude_review	milk
GCF_029536485.1	Bacillus paranthracis	Contig	current	5679717	132	SAMN33794225	Wound smear	Slovenia		exclude_review	wound
GCF_029536535.1	Bacillus paranthracis	Contig	current	5505430	127	SAMN33794247	Raw bulk milk	Slovenia		exclude_review	milk
GCF_029537555.1	Bacillus paranthracis	Contig	current	5511442	150	SAMN33794264	Raw bulk milk	Slovenia		exclude_review	milk
GCF_029537615.1	Bacillus paranthracis	Contig	current	5520116	98	SAMN33794246	Raw bulk milk	Slovenia		exclude_review	milk
GCF_029537635.1	Bacillus paranthracis	Contig	current	5664554	132	SAMN33794270	Raw bulk milk	Slovenia		exclude_review	milk
GCF_029537715.1	Bacillus paranthracis	Contig	current	5393332	234	SAMN33794219	feces	Slovenia		exclude_review	feces
GCF_029931445.2	Bacillus paralicheniformis	Complete Genome	current	4451164	1	SAMN33591713	septic wound	not applicable		exclude_review	wound
GCF_030166695.1	Bacillus paralicheniformis	Complete Genome	current	4554414	2	SAMN35327018	feces	China: Changsha	piglet	exclude_review	feces
GCF_030440255.1	Bacillus paranthracis	Complete Genome	current	5550536	2	SAMN11959608	human faeces	United Kingdom	Homo sapiens	exclude_review	human;faeces
GCF_030486745.1	Bacillus paranthracis	Contig	current	5471428	127	SAMN36380978	food: rice salad	Switzerland		exclude_review	food
GCF_030487705.1	Bacillus paranthracis	Contig	current	5472147	143	SAMN36380977	feces	Switzerland	Homo sapiens	exclude_review	feces
GCF_031326025.1	Bacillus paralicheniformis	Complete Genome	current	4537254	1	SAMN37220621	Soybean fermented food	South Korea: Busan		exclude_review	food
GCF_033843165.1	Bacillus paranthracis	Contig	current	5533921	58	SAMN38236855	fermented food	China: Gansu Pingliang		exclude_review	food
GCF_035871995.1	Bacillus paranthracis	Scaffold	current	5155538	159	SAMN38918179	Complementary food of infant	China		exclude_review	food
GCF_035872015.1	Bacillus paranthracis	Scaffold	current	5375297	179	SAMN38918178	Complementary food of infant	China		exclude_review	food
GCF_036211865.1	Bacillus paralicheniformis	Scaffold	current	4309945	48	SAMN32927282	raw buffalo milk	Egypt		exclude_review	milk
GCF_039698855.1	Bacillus paramobilis	Complete Genome	current	5696471	4	SAMN41321891	leg wound	USA: Texas	Canis lupus familiaris	exclude_review	wound
GCF_050627915.1	Bacillus pacificus	Contig	current	5055432	57	SAMN43795216	Fresh milk	Belgium: Brussels		exclude_review	milk
GCF_050630165.1	Bacillus pacificus	Contig	current	5394528	58	SAMN43795103	Milk powder	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050630205.1	Bacillus pacificus	Contig	current	5554048	70	SAMN43795102	Milk powder	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_051965715.1	Bacillus paralicheniformis	Scaffold	current	4302394	16	SAMN48968273	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966495.1	Bacillus paralicheniformis	Scaffold	current	4356046	35	SAMN48968251	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_001675655.1	Bacillus pumilus	Contig	current	3824835	36	SAMN05202149	feces from crow roost	USA: Fresno County	Corvus brachyrhynchos	exclude_review	feces
GCF_002158195.1	Bacillus pseudomycoides	Contig	current	5304417	174	SAMN06238887	raw milk	USA: New York state		exclude_review	milk
GCF_013423765.1	Bacillus pumilus	Complete Genome	current	3854893	1	SAMN15498547	feces	Mexico	Homo sapiens	exclude_review	feces
GCF_036851255.1	Bacillus paranthracis	Contig	current	5956345	7	SAMN18108461	blood culture	France: Dijon	Homo sapiens	exclude_review	blood
GCF_036851275.1	Bacillus paranthracis	Contig	current	5839839	8	SAMN18108460	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036851295.1	Bacillus paranthracis	Contig	current	5493225	6	SAMN18108459	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036851415.1	Bacillus paranthracis	Contig	current	5737603	6	SAMN18108450	blood culture	France: Nimes	Homo sapiens	exclude_review	blood
GCF_036851435.1	Bacillus paranthracis	Contig	current	5874227	7	SAMN18108448	blood culture	France: Toulouse	Homo sapiens	exclude_review	blood
GCF_036851455.1	Bacillus paranthracis	Contig	current	5710484	7	SAMN18108446	blood culture	France: Toulouse	Homo sapiens	exclude_review	blood
GCF_036851515.1	Bacillus paranthracis	Contig	current	5830278	7	SAMN18108444	blood culture	France: Tours	Homo sapiens	exclude_review	blood
GCF_036851535.1	Bacillus paranthracis	Contig	current	5605357	5	SAMN18108443	blood culture	France: Tours	Homo sapiens	exclude_review	blood
GCF_036851635.1	Bacillus paranthracis	Contig	current	5624123	5	SAMN18108437	blood culture	France: Poitiers	Homo sapiens	exclude_review	blood
GCF_036851675.1	Bacillus paranthracis	Contig	current	5700472	4	SAMN18108436	blood culture	France: Poitiers	Homo sapiens	exclude_review	blood
GCF_036851695.1	Bacillus paranthracis	Contig	current	5452265	6	SAMN18108434	blood culture	France: Nice	Homo sapiens	exclude_review	blood
GCF_036851735.1	Bacillus paranthracis	Contig	current	5626549	6	SAMN18108432	blood culture	France: Paris	Homo sapiens	exclude_review	blood
GCF_036851755.1	Bacillus paranthracis	Contig	current	5740850	10	SAMN18108430	blood culture	France: Strasbourg	Homo sapiens	exclude_review	blood
GCF_036851795.1	Bacillus paranthracis	Contig	current	5496002	5	SAMN18108428	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036945905.1	Bacillus paranthracis	Scaffold	current	5654064	79	SAMN32638672	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036945925.1	Bacillus paranthracis	Scaffold	current	5621582	84	SAMN32638671	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036946105.1	Bacillus paranthracis	Contig	current	5566614	69	SAMN32638661	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_037157755.1	Bacillus paranthracis	Complete Genome	current	5321065	3	SAMN35673567	food	Bulgaria		exclude_review	food
GCF_041020705.1	Bacillus paranthracis	Contig	current	5441496	155	SAMN41863578	food	Italy		exclude_review	food
GCF_042137815.1	Bacillus paranthracis	Contig	current	5349623	54	SAMN43781998	food: Tahina	Switzerland		exclude_review	food
GCF_046031335.1	Bacillus paranthracis	Contig	current	5468278	96	SAMN38327476	raw milk	Thailand: Chiang Mai		exclude_review	milk
GCF_046272075.1	Bacillus paranthracis	Complete Genome	current	5633680	5	SAMN41071145	mac and cheese	USA:CT		exclude_review	cheese
GCF_046563855.1	Bacillus paranthracis	Contig	current	5172131	79	SAMN32990825	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046563875.1	Bacillus paranthracis	Contig	current	5224409	108	SAMN32990824	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046564175.1	Bacillus paranthracis	Contig	current	5222120	120	SAMN32990823	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046576265.1	Bacillus paranthracis	Contig	current	5473500	78	SAMN37915804	food	Thailand: Pathumthani		exclude_review	food
GCF_046576305.1	Bacillus paranthracis	Contig	current	5426062	97	SAMN37915807	food	Thailand: Pathumthani		exclude_review	food
GCF_046576325.1	Bacillus paranthracis	Contig	current	5435642	60	SAMN37915806	food	Thailand: Pathumthani		exclude_review	food
GCF_046576385.1	Bacillus paranthracis	Contig	current	5223900	44	SAMN37915802	food	Thailand: Pathumthani		exclude_review	food
GCF_046576445.1	Bacillus paranthracis	Contig	current	5126336	52	SAMN37915803	food	Thailand: Pathumthani		exclude_review	food
GCF_047228285.1	Bacillus paranthracis	Contig	current	4850716	551	SAMN46190128	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228295.1	Bacillus paranthracis	Contig	current	5614566	91	SAMN46190130	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228325.1	Bacillus paranthracis	Contig	current	5614777	89	SAMN46190127	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228345.1	Bacillus paranthracis	Contig	current	5614466	91	SAMN46190129	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228365.1	Bacillus paranthracis	Contig	current	4846948	550	SAMN46190126	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228425.1	Bacillus paranthracis	Contig	current	5615449	93	SAMN46190125	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228465.1	Bacillus paranthracis	Contig	current	5608588	86	SAMN46190123	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228475.1	Bacillus paranthracis	Contig	current	5610002	85	SAMN46190124	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228505.1	Bacillus paranthracis	Contig	current	5629981	87	SAMN46190122	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228525.1	Bacillus paranthracis	Contig	current	5610590	88	SAMN46190121	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_050475465.1	Bacillus paranthracis	Contig	current	5657318	94	SAMN41009851	pasteurized milk	not collected		exclude_review	milk
GCF_050475485.1	Bacillus paranthracis	Contig	current	5405389	83	SAMN41009850	blood culture	not collected		exclude_review	blood
GCF_050563345.1	Bacillus proteolyticus	Contig	current	5991575	175	SAMN48388843	food: frozen berries	Switzerland		exclude_review	food
GCF_050563405.1	Bacillus pretiosus	Contig	current	5696986	71	SAMN48388836	food: frozen berries	Switzerland		exclude_review	food
GCF_050627175.1	Bacillus paranthracis	Contig	current	5495232	82	SAMN43795253	milk	Belgium: Brussels		exclude_review	milk
GCF_050629545.1	Bacillus paranthracis	Contig	current	5555389	115	SAMN43795135	milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050629565.1	Bacillus paranthracis	Contig	current	5554783	119	SAMN43795134	milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050629925.1	Bacillus paranthracis	Contig	current	5955645	462	SAMN43795116	Raw milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050629945.1	Bacillus paranthracis	Contig	current	5979249	100	SAMN43795115	milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050881495.1	Bacillus paranthracis	Contig	current	5535183	52	SAMN48096777	healthy individual feces	China: Beijing	Homo sapiens	exclude_review	feces
GCF_051123635.1	Bacillus paranthracis	Complete Genome	current	5175504	1	SAMN18108452	blood culture	France: Bordeaux	Homo sapiens	exclude_review	blood
GCF_052947495.1	Bacillus paranthracis	Complete Genome	current	5548987	4	SAMN51752803	Beninese traditional fermented food condiments	Benin		exclude_review	food
GCF_052947535.1	Bacillus paranthracis	Complete Genome	current	5563324	6	SAMN51752791	Beninese traditional fermented food condiments	Benin		exclude_review	food
GCF_052947735.1	Bacillus paranthracis	Complete Genome	current	5559855	5	SAMN51752785	Beninese traditional fermented food condiments	Benin		exclude_review	food
GCF_054073465.1	Bacillus paranthracis	Contig	current	5501792	65	SAMN52657967	fermented food	India: Mizoram,Aizawl		exclude_review	food
GCF_054882455.1	Bacillus paranthracis	Contig	current	5501792	65	SAMN54918785	Contaminated or spoiled food	India: Aizawl, Mizoram		exclude_review	food
GCF_056336365.1	Bacillus paranthracis	Contig	current	5541255	101	SAMN56591124	food	Brazil: Rio de Janeiro		exclude_review	food
GCF_056387935.1	Bacillus paranthracis	Contig	current	5284427	81	SAMN56593665	food	Brazil: Rio de Janeiro		exclude_review	food
GCF_056711745.1	Bacillus paranthracis	Contig	current	5524941	156	SAMN53840591	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711785.1	Bacillus paranthracis	Contig	current	5293845	76	SAMN53840589	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711825.1	Bacillus paranthracis	Contig	current	5435373	99	SAMN53840586	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711885.1	Bacillus paranthracis	Contig	current	6027441	127	SAMN53840583	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711905.1	Bacillus paranthracis	Contig	current	6163734	159	SAMN53840584	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711945.1	Bacillus paranthracis	Contig	current	5585360	141	SAMN53840580	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056711985.1	Bacillus paranthracis	Contig	current	5532449	149	SAMN53840577	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_056776625.1	Bacillus paranthracis	Complete Genome	current	5583748	6	SAMN53689802	food: bechamel sauce	Switzerland: Basel		exclude_review	food
GCF_056776665.1	Bacillus paranthracis	Complete Genome	current	5492134	4	SAMN53689801	food: bechamel sauce	Switzerland: Basel		exclude_review	food
GCF_056776715.1	Bacillus proteolyticus	Complete Genome	current	6090517	8	SAMN53689804	food: bechamel sauce	Switzerland: Basel		exclude_review	food
GCF_902385315.1	Bacillus paranthracis	Scaffold	current	5102772	30	SAMEA5851787	human gut	China		exclude_review	human
GCF_000828375.1	Bacillus safensis	Scaffold	current	3671348	43	SAMN03267270	milk, fermented dairy products and desserts	Netherlands		exclude_review	milk
GCF_001677975.1	Bacillus safensis	Contig	current	3612784	17	SAMN05192528	feces	USA: Fresno County	Gallus gallus	exclude_review	feces
GCF_016803835.1	Bacillus safensis	Complete Genome	current	3782236	1	SAMN17574945	chicken feces	Belarus		exclude_review	feces
GCF_018916645.1	Bacillus safensis	Contig	current	3775598	15	SAMN19374091	feces	China: Suzhou	Macaca fascicularis	exclude_review	feces
GCF_018916885.1	Bacillus pumilus	Contig	current	3628689	14	SAMN19374077	feces	China: Suzhou	Macaca fascicularis	exclude_review	feces
GCF_024702015.1	Bacillus safensis	Contig	current	3759676	91	SAMN30076187	feces	India: Pune	Homo sapiens	exclude_review	feces
GCF_036945605.1	Bacillus pumilus	Contig	current	3684949	15	SAMN32638681	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036945625.1	Bacillus pumilus	Scaffold	current	3614772	14	SAMN32638678	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036945805.1	Bacillus pumilus	Scaffold	current	3611277	12	SAMN32638677	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036945965.1	Bacillus pumilus	Scaffold	current	3616627	12	SAMN32638669	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_039704555.1	Bacillus pumilus	Contig	current	3684661	18	SAMN39861024	raw milk of cow	Canada: Montreal, Sainte Anne de Bellevue, McGill Macdonald Campus	bovine	exclude_review	milk
GCF_039704575.1	Bacillus pumilus	Contig	current	3685821	16	SAMN39861023	milk of cow	Canada: Montreal	bovine	exclude_review	milk
GCF_048538065.1	Bacillus pumilus	Scaffold	current	3726829	55	SAMN47142130	milk	China:Yangling		exclude_review	milk
GCF_051965235.1	Bacillus pumilus SAFR-032	Scaffold	current	3653122	30	SAMN48968286	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966635.1	Bacillus pumilus	Scaffold	current	3690141	44	SAMN48968248	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_964210425.1	Bacillus pumilus	Contig	current	3668788	72	SAMEA115875136	wound swab	Tanzania	Homo sapiens	exclude_review	wound
GCF_000238655.1	Bacillus sp. 7_6_55CFAA_CT2	Scaffold	current	5747288	131	SAMN02463788	healthy biopsy tissue from a patient with Crohn's disease	not determined	Homo sapiens	exclude_review	patient
GCF_000238675.1	Bacillus smithii 7_3_47FAA	Scaffold	current	3238901	175	SAMN02463789	inflamed biopsy tissue from a patient with Crohn's disease	not determined	Homo sapiens	exclude_review	patient
GCF_000342105.1	Bacillus sonorensis L12	Contig	current	4647754	34	SAMN02471705	milk- and legume-based primary starters used for Gergoush production	Sudan: Khartoum		exclude_review	milk
GCF_000691165.1	Bacillus safensis FO-36b	Contig	current	3731735	37	SAMN02746691	spacecraft-assembly facility of the Jet Propulsion Laboratory	USA: La Canada Flintridge, California		exclude_review	laboratory
GCF_002202015.1	Bacillus sonorensis	Complete Genome	current	4832293	1	SAMN07211384	food	South Korea		exclude_review	food
GCF_003254445.1	Bacillus safensis subsp. osmophilus	Contig	current	3982198	72	SAMN08905838	condensed milk	Spain		exclude_review	milk
GCF_003473165.1	Bacillus sonorensis	Scaffold	current	4783145	75	SAMN09734790	feces	China: Shenzhen	Homo sapiens	exclude_review	feces
GCF_009183415.1	Bacillus sp. B1-b2	Scaffold	current	5133037	83	SAMN12990246	feces	South Korea: Jeju		exclude_review	feces
GCF_019423105.1	Bacillus sp. (in: firmicutes)	Scaffold	current	3697845	292	SAMN19224922	feces	South Korea: Seoul	Homo sapiens	exclude_review	feces
GCF_032480655.1	Bacillus sp. (in: firmicutes)	Contig	current	5339747	94	SAMN11390761	infant feces	USA: Pittsburgh, Magee-Womens Hospital of UPMC		exclude_review	feces;hospital
GCF_039704545.1	Bacillus safensis	Contig	current	3638373	26	SAMN39861025	cow milk fresh	Canada: Montreal	bovine	exclude_review	milk
GCF_041537995.1	Bacillus safensis	Scaffold	current	3680499	15	SAMN39635669	Intestinal feces	China: Chengdu		exclude_review	feces
GCF_044336645.1	Bacillus safensis subsp. safensis	Complete Genome	current	3839964	2	SAMN44468985	Meju, a korean fermented soybean food	South Korea: Suwon	not applicable	exclude_review	food
GCF_046575425.1	Bacillus shihchuchen	Contig	current	5208045	38	SAMN37915816	food	Thailand: Pathumthani		exclude_review	food
GCF_050479565.1	Bacillus smithii	Contig	current	3209188	201	SAMN41009678	processed cheese	not collected		exclude_review	cheese
GCF_051965975.1	Bacillus safensis	Scaffold	current	3723546	24	SAMN48968265	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966185.1	Bacillus safensis	Scaffold	current	3662251	27	SAMN48968261	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966555.1	Bacillus safensis	Scaffold	current	3651796	17	SAMN48968252	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966615.1	Bacillus safensis	Scaffold	current	3651796	17	SAMN48968249	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966775.1	Bacillus safensis	Scaffold	current	3764422	22	SAMN48968244	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966895.1	Bacillus safensis	Scaffold	current	3724801	21	SAMN48968241	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967155.1	Bacillus safensis	Scaffold	current	3713904	16	SAMN48968234	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967185.1	Bacillus safensis	Scaffold	current	3724080	23	SAMN48968232	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967295.1	Bacillus safensis	Scaffold	current	3715934	15	SAMN48968230	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967315.1	Bacillus safensis	Scaffold	current	3714107	16	SAMN48968229	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967375.1	Bacillus safensis	Scaffold	current	3678484	17	SAMN48968228	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967455.1	Bacillus safensis	Scaffold	current	3652307	16	SAMN48968227	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_054051665.1	Bacillus safensis	Contig	current	3760812	64	SAMN52588032	feces	China:Jiangsu	goat	exclude_review	feces
GCF_054326875.1	Bacillus sp. BC08	Contig	current	5244241	42	SAMN54223473	food	Brazil: Rio de Janeiro		exclude_review	food
GCF_054326895.1	Bacillus sp. BC07	Contig	current	5246837	51	SAMN54222118	food	Brazil: Rio de Janeiro		exclude_review	food
GCF_056725905.1	Bacillus sp. BC05(2025)	Contig	current	5611315	46	SAMN54204606	food	Brazil: Rio de Janeiro		exclude_review	food
GCF_000186125.1	Bacillus sp. BT1B_CT2	Scaffold	current	4369552	49	SAMN02463786	oral swab from a patient with Crohn's disease	not determined	Homo sapiens	exclude_review	patient
GCF_001836235.1	Bacillus sp. HMSC036E02	Scaffold	current	5615118	190	SAMN04498598	wound/ left index finger		Homo sapiens	exclude_review	wound
GCF_001875785.1	Bacillus sp. FMQ74	Scaffold	current	4161595	48	SAMN05946063	raw milk	Denmark		exclude_review	milk
GCF_002073415.2	Bacillus sp. FDAARGOS_235	Complete Genome	current	5608392	4	SAMN04875572	blood	USA:DC	Homo sapiens	exclude_review	blood
GCF_003812125.1	Bacillus sp. FDAARGOS_527	Complete Genome	current	5701116	9	SAMN10163221	Broviac blood	not applicable	Homo sapiens	exclude_review	blood
GCF_019266135.1	Bacillus sp. F2HM	Contig	current	3598681	49	SAMN04419573	sediments of water samples collected from a contaminated (highly Industrialised) site in the Khaygen River	Iran: Khaygen River		exclude_review	industrial
GCF_032341175.1	Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	Complete Genome	current	4468467	1	SAMEA111504628	blood	Ghana	Homo sapiens	exclude_review	blood
GCF_037964915.1	Bacillus sp. FSL K6-1012	Complete Genome	current	4277638	1	SAMN29228830	food ingredient	not applicable	not applicable	exclude_review	food
GCF_037964945.1	Bacillus sp. FSL K6-1003	Complete Genome	current	4032783	1	SAMN29228827	food ingredient	not applicable	not applicable	exclude_review	food
GCF_037964975.1	Bacillus sp. EU52	Complete Genome	current	4059496	1	SAMN29228817	food	not applicable	not applicable	exclude_review	food
GCF_037965155.1	Bacillus sp. FSL W8-1143	Complete Genome	current	3733973	1	SAMN29228799	finished RTE food product (dairy)	not applicable	not applicable	exclude_review	food
GCF_037965605.1	Bacillus sp. FSL W8-0812	Complete Genome	current	4117273	1	SAMN29228785	food ingredient	not applicable	not applicable	exclude_review	food
GCF_037966335.1	Bacillus sp. FSL R5-0432	Complete Genome	current	3746132	1	SAMN29228737	food	not applicable	not applicable	exclude_review	food
GCF_037966365.1	Bacillus sp. FSL P4-0322	Complete Genome	current	3841910	1	SAMN29228735	food, in process	not applicable	not applicable	exclude_review	food
GCF_037969865.1	Bacillus sp. FSL R7-0646	Complete Genome	current	4200757	1	SAMN26232489	spore- shocked raw milk (80C for 12 min)	not applicable	not applicable	exclude_review	milk
GCF_037975275.1	Bacillus sp. FSL M8-0359	Complete Genome	current	4346517	1	SAMN26232427	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975295.1	Bacillus sp. FSL R5-0523	Complete Genome	current	4065437	1	SAMN30469895	heat treated 2% fat milk	not applicable	not applicable	exclude_review	milk
GCF_037975305.1	Bacillus sp. FSL M8-0277	Complete Genome	current	3730833	1	SAMN26232373	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975355.1	Bacillus sp. FSL M8-0315	Complete Genome	current	4456123	1	SAMN26232425	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
GCF_037975365.1	Bacillus sp. FSL M8-0133	Complete Genome	current	4142280	1	SAMN26232415	Laboratory Heat Treated Raw Milk	not applicable	not applicable	exclude_review	milk;laboratory
